VF3_CumVerse,VF3_BCV,VF3_BookIndex,VF3_BookName,VF3_Chapter,VF3_Verse
2807,Luke 23:16,3,Luke,23,16
3725,John 20:3,4,John,20,3
7101,Hebrews 13:5,19,Hebrews,13,5
3630,John 17:16,4,John,17,16
4314,Acts 15:17,5,Acts,15,17
5361,1 Corinthians 7:19,7,1 Corinthians,7,19
839,Matthew 24:26,1,Matthew,24,26
2048,Luke 6:46,3,Luke,6,46
7856,Revelation 18:7,27,Revelation,18,7
2853,Luke 24:6,3,Luke,24,6
2189,Luke 9:32,3,Luke,9,32
3120,John 6:8,4,John,6,8
927,Matthew 26:17,1,Matthew,26,17
3384,John 11:6,4,John,11,6
1958,Luke 4:39,3,Luke,4,39
4251,Acts 13:34,5,Acts,13,34
6500,1 Thessalonians 5:24,13,1 Thessalonians,5,24
2633,Luke 19:46,3,Luke,19,46
2444,Luke 14:35,3,Luke,14,35
3908,Acts 4:31,5,Acts,4,31
5157,Romans 14:22,6,Romans,14,22
3469,John 12:34,4,John,12,34
7499,1 John 5:20,23,1 John,5,20
2645,Luke 20:10,3,Luke,20,10
7021,Hebrews 10:33,19,Hebrews,10,33
5386,1 Corinthians 8:4,7,1 Corinthians,8,4
4099,Acts 9:28,5,Acts,9,28
3029,John 4:18,4,John,4,18
5963,Galatians 3:6,9,Galatians,3,6
7105,Hebrews 13:9,19,Hebrews,13,9
6347,Colossians 1:27,12,Colossians,1,27
60,Matthew 3:12,1,Matthew,3,12
7311,1 Peter 4:10,21,1 Peter,4,10
581,Matthew 17:25,1,Matthew,17,25
3079,John 5:14,4,John,5,14
2475,Luke 15:31,3,Luke,15,31
7337,2 Peter 1:3,22,2 Peter,1,3
3420,John 11:42,4,John,11,42
2146,Luke 8:45,3,Luke,8,45
7828,Revelation 16:18,27,Revelation,16,18
1757,Luke 1:8,3,Luke,1,8
4125,Acts 10:11,5,Acts,10,11
2114,Luke 8:13,3,Luke,8,13
2197,Luke 9:40,3,Luke,9,40
2630,Luke 19:43,3,Luke,19,43
1119,Mark 2:3,2,Mark,2,3
5231,1 Corinthians 1:13,7,1 Corinthians,1,13
5157,Romans 14:22,6,Romans,14,22
6303,Philippians 4:6,11,Philippians,4,6
4279,Acts 14:10,5,Acts,14,10
3369,John 10:33,4,John,10,33
1098,Mark 1:27,2,Mark,1,27
870,Matthew 25:6,1,Matthew,25,6
3742,John 20:20,4,John,20,20
2978,John 3:3,4,John,3,3
7521,3 John 1:8,25,3 John,1,8
6001,Galatians 4:15,9,Galatians,4,15
2960,John 2:10,4,John,2,10
263,Matthew 9:28,1,Matthew,9,28
5398,1 Corinthians 9:3,7,1 Corinthians,9,3
7512,2 John 1:12,24,2 John,1,12
7007,Hebrews 10:19,19,Hebrews,10,19
4046,Acts 8:15,5,Acts,8,15
3657,John 18:17,4,John,18,17
3213,John 7:30,4,John,7,30
6499,1 Thessalonians 5:23,13,1 Thessalonians,5,23
2832,Luke 23:41,3,Luke,23,41
2249,Luke 10:30,3,Luke,10,30
1653,Mark 14:43,2,Mark,14,43
3433,John 11:55,4,John,11,55
3923,Acts 5:9,5,Acts,5,9
3327,John 9:32,4,John,9,32
7035,Hebrews 11:8,19,Hebrews,11,8
396,Matthew 13:1,1,Matthew,13,1
7481,1 John 5:2,23,1 John,5,2
7868,Revelation 18:19,27,Revelation,18,19
2271,Luke 11:10,3,Luke,11,10
6328,Colossians 1:8,12,Colossians,1,8
4677,Acts 25:26,5,Acts,25,26
19,Matthew 1:19,1,Matthew,1,19
4414,Acts 18:2,5,Acts,18,2
7213,James 5:4,20,James,5,4
5168,Romans 15:10,6,Romans,15,10
3658,John 18:18,4,John,18,18
5756,2 Corinthians 6:3,8,2 Corinthians,6,3
673,Matthew 20:25,1,Matthew,20,25
7731,Revelation 11:3,27,Revelation,11,3
996,Matthew 27:11,1,Matthew,27,11
1577,Mark 13:4,2,Mark,13,4
2723,Luke 22:3,3,Luke,22,3
5238,1 Corinthians 1:20,7,1 Corinthians,1,20
2526,Luke 17:19,3,Luke,17,19
2311,Luke 11:50,3,Luke,11,50
4758,Acts 28:4,5,Acts,28,4
402,Matthew 13:7,1,Matthew,13,7
3529,John 14:6,4,John,14,6
3875,Acts 3:24,5,Acts,3,24
7871,Revelation 18:22,27,Revelation,18,22
2698,Luke 21:16,3,Luke,21,16
3135,John 6:23,4,John,6,23
5812,2 Corinthians 9:1,8,2 Corinthians,9,1
5647,1 Corinthians 16:16,7,1 Corinthians,16,16
5705,2 Corinthians 3:9,8,2 Corinthians,3,9
6071,Ephesians 1:10,10,Ephesians,1,10
1718,Mark 15:36,2,Mark,15,36
2166,Luke 9:9,3,Luke,9,9
375,Matthew 12:30,1,Matthew,12,30
2823,Luke 23:32,3,Luke,23,32
6664,1 Timothy 6:21,15,1 Timothy,6,21
3646,John 18:6,4,John,18,6
2520,Luke 17:13,3,Luke,17,13
3069,John 5:4,4,John,5,4
6230,Philippians 1:14,11,Philippians,1,14
2319,Luke 12:4,3,Luke,12,4
7146,James 1:25,20,James,1,25
3300,John 9:5,4,John,9,5
4125,Acts 10:11,5,Acts,10,11
5178,Romans 15:20,6,Romans,15,20
1666,Mark 14:56,2,Mark,14,56
5610,1 Corinthians 15:37,7,1 Corinthians,15,37
7009,Hebrews 10:21,19,Hebrews,10,21
2031,Luke 6:29,3,Luke,6,29
3835,Acts 2:31,5,Acts,2,31
3443,John 12:8,4,John,12,8
7399,1 John 1:4,23,1 John,1,4
4506,Acts 20:25,5,Acts,20,25
4364,Acts 16:26,5,Acts,16,26
3722,John 19:42,4,John,19,42
1189,Mark 4:10,2,Mark,4,10
4912,Romans 5:10,6,Romans,5,10
5734,2 Corinthians 5:2,8,2 Corinthians,5,2
459,Matthew 14:6,1,Matthew,14,6
1155,Mark 3:11,2,Mark,3,11
4604,Acts 23:15,5,Acts,23,15
7678,Revelation 7:12,27,Revelation,7,12
1970,Luke 5:7,3,Luke,5,7
2303,Luke 11:42,3,Luke,11,42
1433,Mark 9:39,2,Mark,9,39
6098,Ephesians 2:14,10,Ephesians,2,14
4932,Romans 6:9,6,Romans,6,9
588,Matthew 18:5,1,Matthew,18,5
228,Matthew 8:27,1,Matthew,8,27
3851,Acts 2:47,5,Acts,2,47
1359,Mark 8:3,2,Mark,8,3
6536,2 Thessalonians 3:3,14,2 Thessalonians,3,3
7789,Revelation 14:7,27,Revelation,14,7
393,Matthew 12:48,1,Matthew,12,48
6345,Colossians 1:25,12,Colossians,1,25
1201,Mark 4:22,2,Mark,4,22
3042,John 4:31,4,John,4,31
109,Matthew 5:19,1,Matthew,5,19
7010,Hebrews 10:22,19,Hebrews,10,22
7918,Revelation 21:9,27,Revelation,21,9
5908,2 Corinthians 13:10,8,2 Corinthians,13,10
1593,Mark 13:20,2,Mark,13,20
4603,Acts 23:14,5,Acts,23,14
3615,John 17:1,4,John,17,1
1315,Mark 6:52,2,Mark,6,52
2150,Luke 8:49,3,Luke,8,49
20,Matthew 1:20,1,Matthew,1,20
3727,John 20:5,4,John,20,5
984,Matthew 26:74,1,Matthew,26,74
232,Matthew 8:31,1,Matthew,8,31
3917,Acts 5:3,5,Acts,5,3
599,Matthew 18:16,1,Matthew,18,16
4501,Acts 20:20,5,Acts,20,20
6412,Colossians 4:15,12,Colossians,4,15
4838,Romans 2:21,6,Romans,2,21
634,Matthew 19:16,1,Matthew,19,16
7244,1 Peter 1:15,21,1 Peter,1,15
7117,Hebrews 13:21,19,Hebrews,13,21
7373,2 Peter 2:18,22,2 Peter,2,18
3439,John 12:4,4,John,12,4
185,Matthew 7:13,1,Matthew,7,13
3725,John 20:3,4,John,20,3
1707,Mark 15:25,2,Mark,15,25
3660,John 18:20,4,John,18,20
1474,Mark 10:30,2,Mark,10,30
4824,Romans 2:7,6,Romans,2,7
4667,Acts 25:16,5,Acts,25,16
3829,Acts 2:25,5,Acts,2,25
4470,Acts 19:30,5,Acts,19,30
2197,Luke 9:40,3,Luke,9,40
1356,Mark 7:37,2,Mark,7,37
1248,Mark 5:28,2,Mark,5,28
6108,Ephesians 3:2,10,Ephesians,3,2
5191,Romans 15:33,6,Romans,15,33
5485,1 Corinthians 11:30,7,1 Corinthians,11,30
3233,John 7:50,4,John,7,50
7017,Hebrews 10:29,19,Hebrews,10,29
2337,Luke 12:22,3,Luke,12,22
7661,Revelation 6:12,27,Revelation,6,12
496,Matthew 15:7,1,Matthew,15,7
2731,Luke 22:11,3,Luke,22,11
5396,1 Corinthians 9:1,7,1 Corinthians,9,1
7777,Revelation 13:13,27,Revelation,13,13
562,Matthew 17:6,1,Matthew,17,6
4439,Acts 18:27,5,Acts,18,27
6498,1 Thessalonians 5:22,13,1 Thessalonians,5,22
5255,1 Corinthians 2:6,7,1 Corinthians,2,6
3748,John 20:26,4,John,20,26
3557,John 15:3,4,John,15,3
7774,Revelation 13:10,27,Revelation,13,10
4130,Acts 10:16,5,Acts,10,16
2633,Luke 19:46,3,Luke,19,46
5794,2 Corinthians 8:7,8,2 Corinthians,8,7
3287,John 8:51,4,John,8,51
1204,Mark 4:25,2,Mark,4,25
2776,Luke 22:56,3,Luke,22,56
6354,Colossians 2:5,12,Colossians,2,5
2820,Luke 23:29,3,Luke,23,29
7165,James 2:17,20,James,2,17
4993,Romans 8:22,6,Romans,8,22
6932,Hebrews 7:13,19,Hebrews,7,13
6293,Philippians 3:17,11,Philippians,3,17
2485,Luke 16:9,3,Luke,16,9
5182,Romans 15:24,6,Romans,15,24
1574,Mark 13:1,2,Mark,13,1
897,Matthew 25:33,1,Matthew,25,33
762,Matthew 22:34,1,Matthew,22,34
719,Matthew 21:37,1,Matthew,21,37
4048,Acts 8:17,5,Acts,8,17
7603,Revelation 3:1,27,Revelation,3,1
5732,2 Corinthians 4:18,8,2 Corinthians,4,18
142,Matthew 6:4,1,Matthew,6,4
2284,Luke 11:23,3,Luke,11,23
243,Matthew 9:8,1,Matthew,9,8
3370,John 10:34,4,John,10,34
5613,1 Corinthians 15:40,7,1 Corinthians,15,40
4301,Acts 15:4,5,Acts,15,4
6877,Hebrews 4:8,19,Hebrews,4,8
2909,John 1:10,4,John,1,10
6400,Colossians 4:3,12,Colossians,4,3
4177,Acts 11:15,5,Acts,11,15
6317,Philippians 4:20,11,Philippians,4,20
4094,Acts 9:23,5,Acts,9,23
283,Matthew 10:10,1,Matthew,10,10
6547,2 Thessalonians 3:14,14,2 Thessalonians,3,14
5216,Romans 16:25,6,Romans,16,25
3612,John 16:31,4,John,16,31
975,Matthew 26:65,1,Matthew,26,65
5503,1 Corinthians 12:14,7,1 Corinthians,12,14
1137,Mark 2:21,2,Mark,2,21
7036,Hebrews 11:9,19,Hebrews,11,9
6844,Hebrews 2:12,19,Hebrews,2,12
3704,John 19:24,4,John,19,24
510,Matthew 15:21,1,Matthew,15,21
3284,John 8:48,4,John,8,48
3409,John 11:31,4,John,11,31
3630,John 17:16,4,John,17,16
7156,James 2:8,20,James,2,8
4612,Acts 23:23,5,Acts,23,23
2528,Luke 17:21,3,Luke,17,21
5330,1 Corinthians 6:8,7,1 Corinthians,6,8
5399,1 Corinthians 9:4,7,1 Corinthians,9,4
4889,Romans 4:12,6,Romans,4,12
6210,Ephesians 6:18,10,Ephesians,6,18
5991,Galatians 4:5,9,Galatians,4,5
2708,Luke 21:26,3,Luke,21,26
2460,Luke 15:16,3,Luke,15,16
1533,Mark 12:4,2,Mark,12,4
3594,John 16:13,4,John,16,13
2680,Luke 20:45,3,Luke,20,45
763,Matthew 22:35,1,Matthew,22,35
555,Matthew 16:27,1,Matthew,16,27
2527,Luke 17:20,3,Luke,17,20
5847,2 Corinthians 11:3,8,2 Corinthians,11,3
3239,John 8:3,4,John,8,3
3354,John 10:18,4,John,10,18
909,Matthew 25:45,1,Matthew,25,45
2567,Luke 18:23,3,Luke,18,23
3382,John 11:4,4,John,11,4
7737,Revelation 11:9,27,Revelation,11,9
7248,1 Peter 1:19,21,1 Peter,1,19
7649,Revelation 5:14,27,Revelation,5,14
3137,John 6:25,4,John,6,25
1865,Luke 2:36,3,Luke,2,36
4771,Acts 28:17,5,Acts,28,17
7838,Revelation 17:7,27,Revelation,17,7
6057,Galatians 6:14,9,Galatians,6,14
4763,Acts 28:9,5,Acts,28,9
175,Matthew 7:3,1,Matthew,7,3
2159,Luke 9:2,3,Luke,9,2
6337,Colossians 1:17,12,Colossians,1,17
1345,Mark 7:26,2,Mark,7,26
1535,Mark 12:6,2,Mark,12,6
1962,Luke 4:43,3,Luke,4,43
1239,Mark 5:19,2,Mark,5,19
3782,Acts 1:4,5,Acts,1,4
2504,Luke 16:28,3,Luke,16,28
4237,Acts 13:20,5,Acts,13,20
1326,Mark 7:7,2,Mark,7,7
7938,Revelation 22:2,27,Revelation,22,2
1719,Mark 15:37,2,Mark,15,37
3036,John 4:25,4,John,4,25
165,Matthew 6:27,1,Matthew,6,27
4198,Acts 12:6,5,Acts,12,6
1731,Mark 16:2,2,Mark,16,2
3858,Acts 3:7,5,Acts,3,7
6536,2 Thessalonians 3:3,14,2 Thessalonians,3,3
1168,Mark 3:24,2,Mark,3,24
5778,2 Corinthians 7:7,8,2 Corinthians,7,7
4753,Acts 27:43,5,Acts,27,43
3181,John 6:69,4,John,6,69
2133,Luke 8:32,3,Luke,8,32
3799,Acts 1:21,5,Acts,1,21
6547,2 Thessalonians 3:14,14,2 Thessalonians,3,14
708,Matthew 21:26,1,Matthew,21,26
982,Matthew 26:72,1,Matthew,26,72
5448,1 Corinthians 10:26,7,1 Corinthians,10,26
6413,Colossians 4:16,12,Colossians,4,16
3013,John 4:2,4,John,4,2
3196,John 7:13,4,John,7,13
6577,1 Timothy 2:6,15,1 Timothy,2,6
1293,Mark 6:30,2,Mark,6,30
2956,John 2:6,4,John,2,6
4173,Acts 11:11,5,Acts,11,11
4681,Acts 26:3,5,Acts,26,3
341,Matthew 11:26,1,Matthew,11,26
5902,2 Corinthians 13:4,8,2 Corinthians,13,4
5027,Romans 9:17,6,Romans,9,17
1673,Mark 14:63,2,Mark,14,63
3601,John 16:20,4,John,16,20
3758,John 21:5,4,John,21,5
5025,Romans 9:15,6,Romans,9,15
1608,Mark 13:35,2,Mark,13,35
7628,Revelation 4:4,27,Revelation,4,4
5667,2 Corinthians 1:12,8,2 Corinthians,1,12
2643,Luke 20:8,3,Luke,20,8
7277,1 Peter 2:23,21,1 Peter,2,23
2817,Luke 23:26,3,Luke,23,26
7445,1 John 3:11,23,1 John,3,11
69,Matthew 4:4,1,Matthew,4,4
3057,John 4:46,4,John,4,46
3023,John 4:12,4,John,4,12
2079,Luke 7:28,3,Luke,7,28
2680,Luke 20:45,3,Luke,20,45
3188,John 7:5,4,John,7,5
4807,Romans 1:22,6,Romans,1,22
1895,Luke 3:14,3,Luke,3,14
3267,John 8:31,4,John,8,31
6180,Ephesians 5:21,10,Ephesians,5,21
6128,Ephesians 4:1,10,Ephesians,4,1
2750,Luke 22:30,3,Luke,22,30
7931,Revelation 21:22,27,Revelation,21,22
5763,2 Corinthians 6:10,8,2 Corinthians,6,10
2597,Luke 19:10,3,Luke,19,10
2859,Luke 24:12,3,Luke,24,12
7510,2 John 1:10,24,2 John,1,10
585,Matthew 18:2,1,Matthew,18,2
3891,Acts 4:14,5,Acts,4,14
334,Matthew 11:19,1,Matthew,11,19
7256,1 Peter 2:2,21,1 Peter,2,2
3011,John 3:36,4,John,3,36
6048,Galatians 6:5,9,Galatians,6,5
3990,Acts 7:19,5,Acts,7,19
1677,Mark 14:67,2,Mark,14,67
5054,Romans 10:11,6,Romans,10,11
77,Matthew 4:12,1,Matthew,4,12
4774,Acts 28:20,5,Acts,28,20
1682,Mark 14:72,2,Mark,14,72
2161,Luke 9:4,3,Luke,9,4
424,Matthew 13:29,1,Matthew,13,29
5873,2 Corinthians 11:29,8,2 Corinthians,11,29
1423,Mark 9:29,2,Mark,9,29
3066,John 5:1,4,John,5,1
4628,Acts 24:4,5,Acts,24,4
3618,John 17:4,4,John,17,4
3772,John 21:19,4,John,21,19
1213,Mark 4:34,2,Mark,4,34
764,Matthew 22:36,1,Matthew,22,36
1988,Luke 5:25,3,Luke,5,25
1131,Mark 2:15,2,Mark,2,15
5178,Romans 15:20,6,Romans,15,20
7943,Revelation 22:7,27,Revelation,22,7
7928,Revelation 21:19,27,Revelation,21,19
390,Matthew 12:45,1,Matthew,12,45
3404,John 11:26,4,John,11,26
7514,3 John 1:1,25,3 John,1,1
7811,Revelation 16:1,27,Revelation,16,1
5862,2 Corinthians 11:18,8,2 Corinthians,11,18
6332,Colossians 1:12,12,Colossians,1,12
3400,John 11:22,4,John,11,22
7590,Revelation 2:17,27,Revelation,2,17
6409,Colossians 4:12,12,Colossians,4,12
6553,1 Timothy 1:2,15,1 Timothy,1,2
2286,Luke 11:25,3,Luke,11,25
114,Matthew 5:24,1,Matthew,5,24
6326,Colossians 1:6,12,Colossians,1,6
4526,Acts 21:7,5,Acts,21,7
4511,Acts 20:30,5,Acts,20,30
6193,Ephesians 6:1,10,Ephesians,6,1
7748,Revelation 12:1,27,Revelation,12,1
132,Matthew 5:42,1,Matthew,5,42
2394,Luke 13:20,3,Luke,13,20
7214,James 5:5,20,James,5,5
6716,2 Timothy 3:8,16,2 Timothy,3,8
3302,John 9:7,4,John,9,7
2935,John 1:36,4,John,1,36
1571,Mark 12:42,2,Mark,12,42
834,Matthew 24:21,1,Matthew,24,21
4713,Acts 27:3,5,Acts,27,3
7468,1 John 4:10,23,1 John,4,10
4144,Acts 10:30,5,Acts,10,30
187,Matthew 7:15,1,Matthew,7,15
6132,Ephesians 4:5,10,Ephesians,4,5
182,Matthew 7:10,1,Matthew,7,10
4646,Acts 24:22,5,Acts,24,22
4636,Acts 24:12,5,Acts,24,12
6674,2 Timothy 1:10,16,2 Timothy,1,10
5056,Romans 10:13,6,Romans,10,13
442,Matthew 13:47,1,Matthew,13,47
7148,James 1:27,20,James,1,27
1936,Luke 4:17,3,Luke,4,17
1379,Mark 8:23,2,Mark,8,23
2129,Luke 8:28,3,Luke,8,28
1945,Luke 4:26,3,Luke,4,26
5803,2 Corinthians 8:16,8,2 Corinthians,8,16
6761,Titus 1:14,17,Titus,1,14
4491,Acts 20:10,5,Acts,20,10
7049,Hebrews 11:22,19,Hebrews,11,22
3986,Acts 7:15,5,Acts,7,15
70,Matthew 4:5,1,Matthew,4,5
1195,Mark 4:16,2,Mark,4,16
4564,Acts 22:5,5,Acts,22,5
1272,Mark 6:9,2,Mark,6,9
3456,John 12:21,4,John,12,21
1251,Mark 5:31,2,Mark,5,31
7163,James 2:15,20,James,2,15
6719,2 Timothy 3:11,16,2 Timothy,3,11
2419,Luke 14:10,3,Luke,14,10
5016,Romans 9:6,6,Romans,9,6
626,Matthew 19:8,1,Matthew,19,8
7906,Revelation 20:12,27,Revelation,20,12
2098,Luke 7:47,3,Luke,7,47
559,Matthew 17:3,1,Matthew,17,3
5593,1 Corinthians 15:20,7,1 Corinthians,15,20
2370,Luke 12:55,3,Luke,12,55
3506,John 13:21,4,John,13,21
6545,2 Thessalonians 3:12,14,2 Thessalonians,3,12
3330,John 9:35,4,John,9,35
1181,Mark 4:2,2,Mark,4,2
7730,Revelation 11:2,27,Revelation,11,2
7067,Hebrews 11:40,19,Hebrews,11,40
2422,Luke 14:13,3,Luke,14,13
1433,Mark 9:39,2,Mark,9,39
7178,James 3:4,20,James,3,4
3832,Acts 2:28,5,Acts,2,28
5375,1 Corinthians 7:33,7,1 Corinthians,7,33
309,Matthew 10:36,1,Matthew,10,36
5289,1 Corinthians 4:1,7,1 Corinthians,4,1
174,Matthew 7:2,1,Matthew,7,2
4746,Acts 27:36,5,Acts,27,36
1792,Luke 1:43,3,Luke,1,43
2298,Luke 11:37,3,Luke,11,37
6713,2 Timothy 3:5,16,2 Timothy,3,5
1755,Luke 1:6,3,Luke,1,6
3077,John 5:12,4,John,5,12
262,Matthew 9:27,1,Matthew,9,27
5404,1 Corinthians 9:9,7,1 Corinthians,9,9
3924,Acts 5:10,5,Acts,5,10
3607,John 16:26,4,John,16,26
2014,Luke 6:12,3,Luke,6,12
5115,Romans 12:15,6,Romans,12,15
7030,Hebrews 11:3,19,Hebrews,11,3
5956,Galatians 2:20,9,Galatians,2,20
5108,Romans 12:8,6,Romans,12,8
2155,Luke 8:54,3,Luke,8,54
1150,Mark 3:6,2,Mark,3,6
7466,1 John 4:8,23,1 John,4,8
5510,1 Corinthians 12:21,7,1 Corinthians,12,21
2242,Luke 10:23,3,Luke,10,23
7665,Revelation 6:16,27,Revelation,6,16
1497,Mark 11:1,2,Mark,11,1
4198,Acts 12:6,5,Acts,12,6
149,Matthew 6:11,1,Matthew,6,11
5670,2 Corinthians 1:15,8,2 Corinthians,1,15
6897,Hebrews 5:12,19,Hebrews,5,12
6520,2 Thessalonians 2:4,14,2 Thessalonians,2,4
2491,Luke 16:15,3,Luke,16,15
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5
1793,Luke 1:44,3,Luke,1,44
4972,Romans 8:1,6,Romans,8,1
3763,John 21:10,4,John,21,10
7887,Revelation 19:14,27,Revelation,19,14
6132,Ephesians 4:5,10,Ephesians,4,5
2045,Luke 6:43,3,Luke,6,43
1201,Mark 4:22,2,Mark,4,22
6801,Philemon 1:8,18,Philemon,1,8
3564,John 15:10,4,John,15,10
1918,Luke 3:37,3,Luke,3,37
4996,Romans 8:25,6,Romans,8,25
2590,Luke 19:3,3,Luke,19,3
2405,Luke 13:31,3,Luke,13,31
5410,1 Corinthians 9:15,7,1 Corinthians,9,15
1681,Mark 14:71,2,Mark,14,71
119,Matthew 5:29,1,Matthew,5,29
766,Matthew 22:38,1,Matthew,22,38
4929,Romans 6:6,6,Romans,6,6
4651,Acts 24:27,5,Acts,24,27
7473,1 John 4:15,23,1 John,4,15
4421,Acts 18:9,5,Acts,18,9
3723,John 20:1,4,John,20,1
3482,John 12:47,4,John,12,47
3375,John 10:39,4,John,10,39
6595,1 Timothy 3:9,15,1 Timothy,3,9
2001,Luke 5:38,3,Luke,5,38
4442,Acts 19:2,5,Acts,19,2
616,Matthew 18:33,1,Matthew,18,33
4696,Acts 26:18,5,Acts,26,18
4503,Acts 20:22,5,Acts,20,22
3770,John 21:17,4,John,21,17
7152,James 2:4,20,James,2,4
7424,1 John 2:19,23,1 John,2,19
7422,1 John 2:17,23,1 John,2,17
1135,Mark 2:19,2,Mark,2,19
72,Matthew 4:7,1,Matthew,4,7
953,Matthew 26:43,1,Matthew,26,43
6158,Ephesians 4:31,10,Ephesians,4,31
4861,Romans 3:15,6,Romans,3,15
817,Matthew 24:4,1,Matthew,24,4
87,Matthew 4:22,1,Matthew,4,22
2615,Luke 19:28,3,Luke,19,28
5231,1 Corinthians 1:13,7,1 Corinthians,1,13
3453,John 12:18,4,John,12,18
7166,James 2:18,20,James,2,18
4955,Romans 7:9,6,Romans,7,9
6893,Hebrews 5:8,19,Hebrews,5,8
4546,Acts 21:27,5,Acts,21,27
1431,Mark 9:37,2,Mark,9,37
6454,1 Thessalonians 3:9,13,1 Thessalonians,3,9
3179,John 6:67,4,John,6,67
2445,Luke 15:1,3,Luke,15,1
6688,2 Timothy 2:6,16,2 Timothy,2,6
5147,Romans 14:12,6,Romans,14,12
5305,1 Corinthians 4:17,7,1 Corinthians,4,17
6267,Philippians 2:21,11,Philippians,2,21
3438,John 12:3,4,John,12,3
2221,Luke 10:2,3,Luke,10,2
6980,Hebrews 9:20,19,Hebrews,9,20
804,Matthew 23:30,1,Matthew,23,30
3559,John 15:5,4,John,15,5
5226,1 Corinthians 1:8,7,1 Corinthians,1,8
3032,John 4:21,4,John,4,21
4199,Acts 12:7,5,Acts,12,7
978,Matthew 26:68,1,Matthew,26,68
2994,John 3:19,4,John,3,19
1766,Luke 1:17,3,Luke,1,17
7300,1 Peter 3:21,21,1 Peter,3,21
6656,1 Timothy 6:13,15,1 Timothy,6,13
3199,John 7:16,4,John,7,16
2124,Luke 8:23,3,Luke,8,23
2200,Luke 9:43,3,Luke,9,43
973,Matthew 26:63,1,Matthew,26,63
727,Matthew 21:45,1,Matthew,21,45
4538,Acts 21:19,5,Acts,21,19
5997,Galatians 4:11,9,Galatians,4,11
6124,Ephesians 3:18,10,Ephesians,3,18
5066,Romans 11:2,6,Romans,11,2
4404,Acts 17:26,5,Acts,17,26
1308,Mark 6:45,2,Mark,6,45
191,Matthew 7:19,1,Matthew,7,19
870,Matthew 25:6,1,Matthew,25,6
5722,2 Corinthians 4:8,8,2 Corinthians,4,8
3097,John 5:32,4,John,5,32
5757,2 Corinthians 6:4,8,2 Corinthians,6,4
4282,Acts 14:13,5,Acts,14,13
149,Matthew 6:11,1,Matthew,6,11
4295,Acts 14:26,5,Acts,14,26
7584,Revelation 2:11,27,Revelation,2,11
1412,Mark 9:18,2,Mark,9,18
6881,Hebrews 4:12,19,Hebrews,4,12
3098,John 5:33,4,John,5,33
4331,Acts 15:34,5,Acts,15,34
4836,Romans 2:19,6,Romans,2,19
1546,Mark 12:17,2,Mark,12,17
742,Matthew 22:14,1,Matthew,22,14
3540,John 14:17,4,John,14,17
5841,2 Corinthians 10:15,8,2 Corinthians,10,15
1650,Mark 14:40,2,Mark,14,40
5089,Romans 11:25,6,Romans,11,25
6882,Hebrews 4:13,19,Hebrews,4,13
1657,Mark 14:47,2,Mark,14,47
3376,John 10:40,4,John,10,40
3142,John 6:30,4,John,6,30
6841,Hebrews 2:9,19,Hebrews,2,9
1448,Mark 10:4,2,Mark,10,4
2829,Luke 23:38,3,Luke,23,38
3573,John 15:19,4,John,15,19
2311,Luke 11:50,3,Luke,11,50
5809,2 Corinthians 8:22,8,2 Corinthians,8,22
1501,Mark 11:5,2,Mark,11,5
7433,1 John 2:28,23,1 John,2,28
7294,1 Peter 3:15,21,1 Peter,3,15
477,Matthew 14:24,1,Matthew,14,24
4822,Romans 2:5,6,Romans,2,5
6330,Colossians 1:10,12,Colossians,1,10
7777,Revelation 13:13,27,Revelation,13,13
3981,Acts 7:10,5,Acts,7,10
6456,1 Thessalonians 3:11,13,1 Thessalonians,3,11
455,Matthew 14:2,1,Matthew,14,2
7197,James 4:5,20,James,4,5
7525,3 John 1:12,25,3 John,1,12
5210,Romans 16:19,6,Romans,16,19
7255,1 Peter 2:1,21,1 Peter,2,1
3403,John 11:25,4,John,11,25
3155,John 6:43,4,John,6,43
1565,Mark 12:36,2,Mark,12,36
3776,John 21:23,4,John,21,23
6782,Titus 3:4,17,Titus,3,4
5215,Romans 16:24,6,Romans,16,24
5064,Romans 10:21,6,Romans,10,21
7568,Revelation 1:15,27,Revelation,1,15
7711,Revelation 9:15,27,Revelation,9,15
5933,Galatians 1:21,9,Galatians,1,21
6562,1 Timothy 1:11,15,1 Timothy,1,11
2256,Luke 10:37,3,Luke,10,37
5694,2 Corinthians 2:15,8,2 Corinthians,2,15
5250,1 Corinthians 2:1,7,1 Corinthians,2,1
5119,Romans 12:19,6,Romans,12,19
2138,Luke 8:37,3,Luke,8,37
347,Matthew 12:2,1,Matthew,12,2
4181,Acts 11:19,5,Acts,11,19
4954,Romans 7:8,6,Romans,7,8
7878,Revelation 19:5,27,Revelation,19,5
6826,Hebrews 1:8,19,Hebrews,1,8
326,Matthew 11:11,1,Matthew,11,11
7547,Jude 1:19,26,Jude,1,19
3943,Acts 5:29,5,Acts,5,29
4278,Acts 14:9,5,Acts,14,9
6752,Titus 1:5,17,Titus,1,5
55,Matthew 3:7,1,Matthew,3,7
1133,Mark 2:17,2,Mark,2,17
3395,John 11:17,4,John,11,17
3229,John 7:46,4,John,7,46
3881,Acts 4:4,5,Acts,4,4
6452,1 Thessalonians 3:7,13,1 Thessalonians,3,7
7047,Hebrews 11:20,19,Hebrews,11,20
3551,John 14:28,4,John,14,28
