BF2_CumVerse,BF2_BCV,BF2_BookIndex,BF2_BookName,BF2_Chapter,BF2_Verse,,,VF1_CumVerse,VF1_BCV,VF1_BookIndex,VF1_BookName,VF1_Chapter,VF1_Verse
5260,1 Corinthians 2:11,7,1 Corinthians,2,11,,,1815,Luke 1:66,3,Luke,1,66
5263,1 Corinthians 2:14,7,1 Corinthians,2,14,,,2307,Luke 11:46,3,Luke,11,46
5242,1 Corinthians 1:24,7,1 Corinthians,1,24,,,2648,Luke 20:13,3,Luke,20,13
5390,1 Corinthians 8:8,7,1 Corinthians,8,8,,,2890,Luke 24:43,3,Luke,24,43
5285,1 Corinthians 3:20,7,1 Corinthians,3,20,,,2785,Luke 22:65,3,Luke,22,65
5554,1 Corinthians 14:21,7,1 Corinthians,14,21,,,1777,Luke 1:28,3,Luke,1,28
5567,1 Corinthians 14:34,7,1 Corinthians,14,34,,,1876,Luke 2:47,3,Luke,2,47
5274,1 Corinthians 3:9,7,1 Corinthians,3,9,,,2359,Luke 12:44,3,Luke,12,44
5293,1 Corinthians 4:5,7,1 Corinthians,4,5,,,1845,Luke 2:16,3,Luke,2,16
5497,1 Corinthians 12:8,7,1 Corinthians,12,8,,,2792,Luke 23:1,3,Luke,23,1
5324,1 Corinthians 6:2,7,1 Corinthians,6,2,,,2149,Luke 8:48,3,Luke,8,48
5377,1 Corinthians 7:35,7,1 Corinthians,7,35,,,2122,Luke 8:21,3,Luke,8,21
5260,1 Corinthians 2:11,7,1 Corinthians,2,11,,,2761,Luke 22:41,3,Luke,22,41
5650,1 Corinthians 16:19,7,1 Corinthians,16,19,,,2418,Luke 14:9,3,Luke,14,9
5352,1 Corinthians 7:10,7,1 Corinthians,7,10,,,1887,Luke 3:6,3,Luke,3,6
5525,1 Corinthians 13:5,7,1 Corinthians,13,5,,,2572,Luke 18:28,3,Luke,18,28
5341,1 Corinthians 6:19,7,1 Corinthians,6,19,,,1886,Luke 3:5,3,Luke,3,5
5431,1 Corinthians 10:9,7,1 Corinthians,10,9,,,2228,Luke 10:9,3,Luke,10,9
5537,1 Corinthians 14:4,7,1 Corinthians,14,4,,,1866,Luke 2:37,3,Luke,2,37
5433,1 Corinthians 10:11,7,1 Corinthians,10,11,,,2320,Luke 12:5,3,Luke,12,5
5399,1 Corinthians 9:4,7,1 Corinthians,9,4,,,2766,Luke 22:46,3,Luke,22,46
5468,1 Corinthians 11:13,7,1 Corinthians,11,13,,,1898,Luke 3:17,3,Luke,3,17
5390,1 Corinthians 8:8,7,1 Corinthians,8,8,,,2159,Luke 9:2,3,Luke,9,2
5529,1 Corinthians 13:9,7,1 Corinthians,13,9,,,1971,Luke 5:8,3,Luke,5,8
5321,1 Corinthians 5:12,7,1 Corinthians,5,12,,,1758,Luke 1:9,3,Luke,1,9
5413,1 Corinthians 9:18,7,1 Corinthians,9,18,,,2707,Luke 21:25,3,Luke,21,25
5382,1 Corinthians 7:40,7,1 Corinthians,7,40,,,1827,Luke 1:78,3,Luke,1,78
5299,1 Corinthians 4:11,7,1 Corinthians,4,11,,,2092,Luke 7:41,3,Luke,7,41
5527,1 Corinthians 13:7,7,1 Corinthians,13,7,,,2334,Luke 12:19,3,Luke,12,19
5272,1 Corinthians 3:7,7,1 Corinthians,3,7,,,2291,Luke 11:30,3,Luke,11,30
5500,1 Corinthians 12:11,7,1 Corinthians,12,11,,,1770,Luke 1:21,3,Luke,1,21
5515,1 Corinthians 12:26,7,1 Corinthians,12,26,,,2359,Luke 12:44,3,Luke,12,44
5320,1 Corinthians 5:11,7,1 Corinthians,5,11,,,1943,Luke 4:24,3,Luke,4,24
5599,1 Corinthians 15:26,7,1 Corinthians,15,26,,,2526,Luke 17:19,3,Luke,17,19
5527,1 Corinthians 13:7,7,1 Corinthians,13,7,,,2755,Luke 22:35,3,Luke,22,35
5312,1 Corinthians 5:3,7,1 Corinthians,5,3,,,1992,Luke 5:29,3,Luke,5,29
5360,1 Corinthians 7:18,7,1 Corinthians,7,18,,,2831,Luke 23:40,3,Luke,23,40
5263,1 Corinthians 2:14,7,1 Corinthians,2,14,,,2331,Luke 12:16,3,Luke,12,16
5519,1 Corinthians 12:30,7,1 Corinthians,12,30,,,2071,Luke 7:20,3,Luke,7,20
5394,1 Corinthians 8:12,7,1 Corinthians,8,12,,,2327,Luke 12:12,3,Luke,12,12
5437,1 Corinthians 10:15,7,1 Corinthians,10,15,,,2642,Luke 20:7,3,Luke,20,7
5557,1 Corinthians 14:24,7,1 Corinthians,14,24,,,2599,Luke 19:12,3,Luke,19,12
5416,1 Corinthians 9:21,7,1 Corinthians,9,21,,,2320,Luke 12:5,3,Luke,12,5
5435,1 Corinthians 10:13,7,1 Corinthians,10,13,,,2740,Luke 22:20,3,Luke,22,20
5254,1 Corinthians 2:5,7,1 Corinthians,2,5,,,1864,Luke 2:35,3,Luke,2,35
5520,1 Corinthians 12:31,7,1 Corinthians,12,31,,,2483,Luke 16:7,3,Luke,16,7
5408,1 Corinthians 9:13,7,1 Corinthians,9,13,,,2651,Luke 20:16,3,Luke,20,16
5512,1 Corinthians 12:23,7,1 Corinthians,12,23,,,2469,Luke 15:25,3,Luke,15,25
5528,1 Corinthians 13:8,7,1 Corinthians,13,8,,,1827,Luke 1:78,3,Luke,1,78
5255,1 Corinthians 2:6,7,1 Corinthians,2,6,,,2259,Luke 10:40,3,Luke,10,40
5381,1 Corinthians 7:39,7,1 Corinthians,7,39,,,2587,Luke 18:43,3,Luke,18,43
5228,1 Corinthians 1:10,7,1 Corinthians,1,10,,,2605,Luke 19:18,3,Luke,19,18
5321,1 Corinthians 5:12,7,1 Corinthians,5,12,,,2273,Luke 11:12,3,Luke,11,12
5454,1 Corinthians 10:32,7,1 Corinthians,10,32,,,2371,Luke 12:56,3,Luke,12,56
5345,1 Corinthians 7:3,7,1 Corinthians,7,3,,,2699,Luke 21:17,3,Luke,21,17
5577,1 Corinthians 15:4,7,1 Corinthians,15,4,,,2339,Luke 12:24,3,Luke,12,24
5400,1 Corinthians 9:5,7,1 Corinthians,9,5,,,2054,Luke 7:3,3,Luke,7,3
5291,1 Corinthians 4:3,7,1 Corinthians,4,3,,,2505,Luke 16:29,3,Luke,16,29
5321,1 Corinthians 5:12,7,1 Corinthians,5,12,,,2428,Luke 14:19,3,Luke,14,19
5231,1 Corinthians 1:13,7,1 Corinthians,1,13,,,2539,Luke 17:32,3,Luke,17,32
5646,1 Corinthians 16:15,7,1 Corinthians,16,15,,,2179,Luke 9:22,3,Luke,9,22
5326,1 Corinthians 6:4,7,1 Corinthians,6,4,,,2843,Luke 23:52,3,Luke,23,52
5266,1 Corinthians 3:1,7,1 Corinthians,3,1,,,2378,Luke 13:4,3,Luke,13,4
5503,1 Corinthians 12:14,7,1 Corinthians,12,14,,,2160,Luke 9:3,3,Luke,9,3
5603,1 Corinthians 15:30,7,1 Corinthians,15,30,,,2380,Luke 13:6,3,Luke,13,6
5336,1 Corinthians 6:14,7,1 Corinthians,6,14,,,2428,Luke 14:19,3,Luke,14,19
5283,1 Corinthians 3:18,7,1 Corinthians,3,18,,,2421,Luke 14:12,3,Luke,14,12
5394,1 Corinthians 8:12,7,1 Corinthians,8,12,,,2024,Luke 6:22,3,Luke,6,22
5320,1 Corinthians 5:11,7,1 Corinthians,5,11,,,2762,Luke 22:42,3,Luke,22,42
5391,1 Corinthians 8:9,7,1 Corinthians,8,9,,,2055,Luke 7:4,3,Luke,7,4
5618,1 Corinthians 15:45,7,1 Corinthians,15,45,,,2090,Luke 7:39,3,Luke,7,39
5282,1 Corinthians 3:17,7,1 Corinthians,3,17,,,2419,Luke 14:10,3,Luke,14,10
5574,1 Corinthians 15:1,7,1 Corinthians,15,1,,,2788,Luke 22:68,3,Luke,22,68
5249,1 Corinthians 1:31,7,1 Corinthians,1,31,,,2090,Luke 7:39,3,Luke,7,39
5291,1 Corinthians 4:3,7,1 Corinthians,4,3,,,2065,Luke 7:14,3,Luke,7,14
5343,1 Corinthians 7:1,7,1 Corinthians,7,1,,,1896,Luke 3:15,3,Luke,3,15
5469,1 Corinthians 11:14,7,1 Corinthians,11,14,,,2236,Luke 10:17,3,Luke,10,17
5554,1 Corinthians 14:21,7,1 Corinthians,14,21,,,2760,Luke 22:40,3,Luke,22,40
5383,1 Corinthians 8:1,7,1 Corinthians,8,1,,,2035,Luke 6:33,3,Luke,6,33
5399,1 Corinthians 9:4,7,1 Corinthians,9,4,,,2540,Luke 17:33,3,Luke,17,33
5271,1 Corinthians 3:6,7,1 Corinthians,3,6,,,2123,Luke 8:22,3,Luke,8,22
5350,1 Corinthians 7:8,7,1 Corinthians,7,8,,,2754,Luke 22:34,3,Luke,22,34
5326,1 Corinthians 6:4,7,1 Corinthians,6,4,,,2258,Luke 10:39,3,Luke,10,39
5233,1 Corinthians 1:15,7,1 Corinthians,1,15,,,2455,Luke 15:11,3,Luke,15,11
5464,1 Corinthians 11:9,7,1 Corinthians,11,9,,,2365,Luke 12:50,3,Luke,12,50
5486,1 Corinthians 11:31,7,1 Corinthians,11,31,,,1982,Luke 5:19,3,Luke,5,19
5402,1 Corinthians 9:7,7,1 Corinthians,9,7,,,1907,Luke 3:26,3,Luke,3,26
5536,1 Corinthians 14:3,7,1 Corinthians,14,3,,,2018,Luke 6:16,3,Luke,6,16
5224,1 Corinthians 1:6,7,1 Corinthians,1,6,,,1758,Luke 1:9,3,Luke,1,9
5233,1 Corinthians 1:15,7,1 Corinthians,1,15,,,2493,Luke 16:17,3,Luke,16,17
5492,1 Corinthians 12:3,7,1 Corinthians,12,3,,,2239,Luke 10:20,3,Luke,10,20
5495,1 Corinthians 12:6,7,1 Corinthians,12,6,,,2357,Luke 12:42,3,Luke,12,42
5601,1 Corinthians 15:28,7,1 Corinthians,15,28,,,2196,Luke 9:39,3,Luke,9,39
5237,1 Corinthians 1:19,7,1 Corinthians,1,19,,,2360,Luke 12:45,3,Luke,12,45
5517,1 Corinthians 12:28,7,1 Corinthians,12,28,,,2601,Luke 19:14,3,Luke,19,14
5595,1 Corinthians 15:22,7,1 Corinthians,15,22,,,2384,Luke 13:10,3,Luke,13,10
5530,1 Corinthians 13:10,7,1 Corinthians,13,10,,,2350,Luke 12:35,3,Luke,12,35
5902,2 Corinthians 13:4,8,2 Corinthians,13,4,,,2221,Luke 10:2,3,Luke,10,2
5693,2 Corinthians 2:14,8,2 Corinthians,2,14,,,1871,Luke 2:42,3,Luke,2,42
5848,2 Corinthians 11:4,8,2 Corinthians,11,4,,,1893,Luke 3:12,3,Luke,3,12
5783,2 Corinthians 7:12,8,2 Corinthians,7,12,,,2237,Luke 10:18,3,Luke,10,18
5757,2 Corinthians 6:4,8,2 Corinthians,6,4,,,2417,Luke 14:8,3,Luke,14,8
5699,2 Corinthians 3:3,8,2 Corinthians,3,3,,,1914,Luke 3:33,3,Luke,3,33
5690,2 Corinthians 2:11,8,2 Corinthians,2,11,,,1927,Luke 4:8,3,Luke,4,8
5845,2 Corinthians 11:1,8,2 Corinthians,11,1,,,2243,Luke 10:24,3,Luke,10,24
5858,2 Corinthians 11:14,8,2 Corinthians,11,14,,,2330,Luke 12:15,3,Luke,12,15
5745,2 Corinthians 5:13,8,2 Corinthians,5,13,,,2482,Luke 16:6,3,Luke,16,6
5886,2 Corinthians 12:9,8,2 Corinthians,12,9,,,1878,Luke 2:49,3,Luke,2,49
5787,2 Corinthians 7:16,8,2 Corinthians,7,16,,,2353,Luke 12:38,3,Luke,12,38
5822,2 Corinthians 9:11,8,2 Corinthians,9,11,,,1856,Luke 2:27,3,Luke,2,27
5778,2 Corinthians 7:7,8,2 Corinthians,7,7,,,2126,Luke 8:25,3,Luke,8,25
5735,2 Corinthians 5:3,8,2 Corinthians,5,3,,,2800,Luke 23:9,3,Luke,23,9
5710,2 Corinthians 3:14,8,2 Corinthians,3,14,,,2418,Luke 14:9,3,Luke,14,9
5875,2 Corinthians 11:31,8,2 Corinthians,11,31,,,2160,Luke 9:3,3,Luke,9,3
5691,2 Corinthians 2:12,8,2 Corinthians,2,12,,,2050,Luke 6:48,3,Luke,6,48
5666,2 Corinthians 1:11,8,2 Corinthians,1,11,,,1803,Luke 1:54,3,Luke,1,54
5812,2 Corinthians 9:1,8,2 Corinthians,9,1,,,2874,Luke 24:27,3,Luke,24,27
5793,2 Corinthians 8:6,8,2 Corinthians,8,6,,,2350,Luke 12:35,3,Luke,12,35
5732,2 Corinthians 4:18,8,2 Corinthians,4,18,,,2200,Luke 9:43,3,Luke,9,43
5733,2 Corinthians 5:1,8,2 Corinthians,5,1,,,2765,Luke 22:45,3,Luke,22,45
5864,2 Corinthians 11:20,8,2 Corinthians,11,20,,,1938,Luke 4:19,3,Luke,4,19
5725,2 Corinthians 4:11,8,2 Corinthians,4,11,,,2069,Luke 7:18,3,Luke,7,18
5816,2 Corinthians 9:5,8,2 Corinthians,9,5,,,2154,Luke 8:53,3,Luke,8,53
5778,2 Corinthians 7:7,8,2 Corinthians,7,7,,,2532,Luke 17:25,3,Luke,17,25
5699,2 Corinthians 3:3,8,2 Corinthians,3,3,,,1862,Luke 2:33,3,Luke,2,33
5730,2 Corinthians 4:16,8,2 Corinthians,4,16,,,2778,Luke 22:58,3,Luke,22,58
5666,2 Corinthians 1:11,8,2 Corinthians,1,11,,,1769,Luke 1:20,3,Luke,1,20
5853,2 Corinthians 11:9,8,2 Corinthians,11,9,,,2427,Luke 14:18,3,Luke,14,18
5780,2 Corinthians 7:9,8,2 Corinthians,7,9,,,2742,Luke 22:22,3,Luke,22,22
5726,2 Corinthians 4:12,8,2 Corinthians,4,12,,,2330,Luke 12:15,3,Luke,12,15
5780,2 Corinthians 7:9,8,2 Corinthians,7,9,,,1816,Luke 1:67,3,Luke,1,67
5757,2 Corinthians 6:4,8,2 Corinthians,6,4,,,2017,Luke 6:15,3,Luke,6,15
5912,2 Corinthians 13:14,8,2 Corinthians,13,14,,,2376,Luke 13:2,3,Luke,13,2
5752,2 Corinthians 5:20,8,2 Corinthians,5,20,,,2580,Luke 18:36,3,Luke,18,36
5901,2 Corinthians 13:3,8,2 Corinthians,13,3,,,2048,Luke 6:46,3,Luke,6,46
5793,2 Corinthians 8:6,8,2 Corinthians,8,6,,,2346,Luke 12:31,3,Luke,12,31
5859,2 Corinthians 11:15,8,2 Corinthians,11,15,,,2112,Luke 8:11,3,Luke,8,11
5772,2 Corinthians 7:1,8,2 Corinthians,7,1,,,2626,Luke 19:39,3,Luke,19,39
5829,2 Corinthians 10:3,8,2 Corinthians,10,3,,,2555,Luke 18:11,3,Luke,18,11
5752,2 Corinthians 5:20,8,2 Corinthians,5,20,,,1952,Luke 4:33,3,Luke,4,33
5892,2 Corinthians 12:15,8,2 Corinthians,12,15,,,2497,Luke 16:21,3,Luke,16,21
5697,2 Corinthians 3:1,8,2 Corinthians,3,1,,,2598,Luke 19:11,3,Luke,19,11
5697,2 Corinthians 3:1,8,2 Corinthians,3,1,,,2731,Luke 22:11,3,Luke,22,11
5734,2 Corinthians 5:2,8,2 Corinthians,5,2,,,1895,Luke 3:14,3,Luke,3,14
5741,2 Corinthians 5:9,8,2 Corinthians,5,9,,,2883,Luke 24:36,3,Luke,24,36
5811,2 Corinthians 8:24,8,2 Corinthians,8,24,,,2607,Luke 19:20,3,Luke,19,20
5821,2 Corinthians 9:10,8,2 Corinthians,9,10,,,1827,Luke 1:78,3,Luke,1,78
5768,2 Corinthians 6:15,8,2 Corinthians,6,15,,,2549,Luke 18:5,3,Luke,18,5
5852,2 Corinthians 11:8,8,2 Corinthians,11,8,,,2503,Luke 16:27,3,Luke,16,27
5767,2 Corinthians 6:14,8,2 Corinthians,6,14,,,2703,Luke 21:21,3,Luke,21,21
5666,2 Corinthians 1:11,8,2 Corinthians,1,11,,,1895,Luke 3:14,3,Luke,3,14
5703,2 Corinthians 3:7,8,2 Corinthians,3,7,,,2872,Luke 24:25,3,Luke,24,25
5908,2 Corinthians 13:10,8,2 Corinthians,13,10,,,2847,Luke 23:56,3,Luke,23,56
5814,2 Corinthians 9:3,8,2 Corinthians,9,3,,,2865,Luke 24:18,3,Luke,24,18
5669,2 Corinthians 1:14,8,2 Corinthians,1,14,,,2433,Luke 14:24,3,Luke,14,24
5894,2 Corinthians 12:17,8,2 Corinthians,12,17,,,2481,Luke 16:5,3,Luke,16,5
5798,2 Corinthians 8:11,8,2 Corinthians,8,11,,,2362,Luke 12:47,3,Luke,12,47
5764,2 Corinthians 6:11,8,2 Corinthians,6,11,,,1982,Luke 5:19,3,Luke,5,19
5761,2 Corinthians 6:8,8,2 Corinthians,6,8,,,2090,Luke 7:39,3,Luke,7,39
5692,2 Corinthians 2:13,8,2 Corinthians,2,13,,,2325,Luke 12:10,3,Luke,12,10
5810,2 Corinthians 8:23,8,2 Corinthians,8,23,,,2608,Luke 19:21,3,Luke,19,21
5747,2 Corinthians 5:15,8,2 Corinthians,5,15,,,2141,Luke 8:40,3,Luke,8,40
5721,2 Corinthians 4:7,8,2 Corinthians,4,7,,,1956,Luke 4:37,3,Luke,4,37
5739,2 Corinthians 5:7,8,2 Corinthians,5,7,,,2533,Luke 17:26,3,Luke,17,26
5812,2 Corinthians 9:1,8,2 Corinthians,9,1,,,2403,Luke 13:29,3,Luke,13,29
5816,2 Corinthians 9:5,8,2 Corinthians,9,5,,,2741,Luke 22:21,3,Luke,22,21
5756,2 Corinthians 6:3,8,2 Corinthians,6,3,,,1868,Luke 2:39,3,Luke,2,39
5796,2 Corinthians 8:9,8,2 Corinthians,8,9,,,2347,Luke 12:32,3,Luke,12,32
5897,2 Corinthians 12:20,8,2 Corinthians,12,20,,,2229,Luke 10:10,3,Luke,10,10
5739,2 Corinthians 5:7,8,2 Corinthians,5,7,,,2501,Luke 16:25,3,Luke,16,25
5685,2 Corinthians 2:6,8,2 Corinthians,2,6,,,1957,Luke 4:38,3,Luke,4,38
5835,2 Corinthians 10:9,8,2 Corinthians,10,9,,,2878,Luke 24:31,3,Luke,24,31
5858,2 Corinthians 11:14,8,2 Corinthians,11,14,,,1793,Luke 1:44,3,Luke,1,44
5684,2 Corinthians 2:5,8,2 Corinthians,2,5,,,2769,Luke 22:49,3,Luke,22,49
5698,2 Corinthians 3:2,8,2 Corinthians,3,2,,,2218,Luke 9:61,3,Luke,9,61
5895,2 Corinthians 12:18,8,2 Corinthians,12,18,,,1900,Luke 3:19,3,Luke,3,19
5668,2 Corinthians 1:13,8,2 Corinthians,1,13,,,1995,Luke 5:32,3,Luke,5,32
5881,2 Corinthians 12:4,8,2 Corinthians,12,4,,,2731,Luke 22:11,3,Luke,22,11
5901,2 Corinthians 13:3,8,2 Corinthians,13,3,,,2708,Luke 21:26,3,Luke,21,26
5731,2 Corinthians 4:17,8,2 Corinthians,4,17,,,1797,Luke 1:48,3,Luke,1,48
5910,2 Corinthians 13:12,8,2 Corinthians,13,12,,,2589,Luke 19:2,3,Luke,19,2
5664,2 Corinthians 1:9,8,2 Corinthians,1,9,,,1921,Luke 4:2,3,Luke,4,2
5906,2 Corinthians 13:8,8,2 Corinthians,13,8,,,2693,Luke 21:11,3,Luke,21,11
5750,2 Corinthians 5:18,8,2 Corinthians,5,18,,,2651,Luke 20:16,3,Luke,20,16
5736,2 Corinthians 5:4,8,2 Corinthians,5,4,,,1786,Luke 1:37,3,Luke,1,37
5818,2 Corinthians 9:7,8,2 Corinthians,9,7,,,2557,Luke 18:13,3,Luke,18,13
5730,2 Corinthians 4:16,8,2 Corinthians,4,16,,,2055,Luke 7:4,3,Luke,7,4
5768,2 Corinthians 6:15,8,2 Corinthians,6,15,,,2024,Luke 6:22,3,Luke,6,22
5797,2 Corinthians 8:10,8,2 Corinthians,8,10,,,1764,Luke 1:15,3,Luke,1,15
5764,2 Corinthians 6:11,8,2 Corinthians,6,11,,,2229,Luke 10:10,3,Luke,10,10
5706,2 Corinthians 3:10,8,2 Corinthians,3,10,,,2306,Luke 11:45,3,Luke,11,45
5843,2 Corinthians 10:17,8,2 Corinthians,10,17,,,2776,Luke 22:56,3,Luke,22,56
5773,2 Corinthians 7:2,8,2 Corinthians,7,2,,,2156,Luke 8:55,3,Luke,8,55
5750,2 Corinthians 5:18,8,2 Corinthians,5,18,,,2539,Luke 17:32,3,Luke,17,32
5715,2 Corinthians 4:1,8,2 Corinthians,4,1,,,2610,Luke 19:23,3,Luke,19,23
5910,2 Corinthians 13:12,8,2 Corinthians,13,12,,,2731,Luke 22:11,3,Luke,22,11
5691,2 Corinthians 2:12,8,2 Corinthians,2,12,,,2519,Luke 17:12,3,Luke,17,12
5876,2 Corinthians 11:32,8,2 Corinthians,11,32,,,1879,Luke 2:50,3,Luke,2,50
5714,2 Corinthians 3:18,8,2 Corinthians,3,18,,,2127,Luke 8:26,3,Luke,8,26
5906,2 Corinthians 13:8,8,2 Corinthians,13,8,,,2577,Luke 18:33,3,Luke,18,33
5743,2 Corinthians 5:11,8,2 Corinthians,5,11,,,1820,Luke 1:71,3,Luke,1,71
5715,2 Corinthians 4:1,8,2 Corinthians,4,1,,,2568,Luke 18:24,3,Luke,18,24
5817,2 Corinthians 9:6,8,2 Corinthians,9,6,,,1974,Luke 5:11,3,Luke,5,11
5741,2 Corinthians 5:9,8,2 Corinthians,5,9,,,1810,Luke 1:61,3,Luke,1,61
5733,2 Corinthians 5:1,8,2 Corinthians,5,1,,,2016,Luke 6:14,3,Luke,6,14
5824,2 Corinthians 9:13,8,2 Corinthians,9,13,,,2095,Luke 7:44,3,Luke,7,44
5691,2 Corinthians 2:12,8,2 Corinthians,2,12,,,2106,Luke 8:5,3,Luke,8,5
5761,2 Corinthians 6:8,8,2 Corinthians,6,8,,,1827,Luke 1:78,3,Luke,1,78
5829,2 Corinthians 10:3,8,2 Corinthians,10,3,,,1990,Luke 5:27,3,Luke,5,27
5775,2 Corinthians 7:4,8,2 Corinthians,7,4,,,2694,Luke 21:12,3,Luke,21,12
5834,2 Corinthians 10:8,8,2 Corinthians,10,8,,,1970,Luke 5:7,3,Luke,5,7
5865,2 Corinthians 11:21,8,2 Corinthians,11,21,,,1801,Luke 1:52,3,Luke,1,52
5718,2 Corinthians 4:4,8,2 Corinthians,4,4,,,1800,Luke 1:51,3,Luke,1,51
5814,2 Corinthians 9:3,8,2 Corinthians,9,3,,,2712,Luke 21:30,3,Luke,21,30
5730,2 Corinthians 4:16,8,2 Corinthians,4,16,,,1814,Luke 1:65,3,Luke,1,65
5819,2 Corinthians 9:8,8,2 Corinthians,9,8,,,2744,Luke 22:24,3,Luke,22,24
5825,2 Corinthians 9:14,8,2 Corinthians,9,14,,,1883,Luke 3:2,3,Luke,3,2
5876,2 Corinthians 11:32,8,2 Corinthians,11,32,,,2685,Luke 21:3,3,Luke,21,3
5804,2 Corinthians 8:17,8,2 Corinthians,8,17,,,1931,Luke 4:12,3,Luke,4,12
5848,2 Corinthians 11:4,8,2 Corinthians,11,4,,,2331,Luke 12:16,3,Luke,12,16
5711,2 Corinthians 3:15,8,2 Corinthians,3,15,,,2236,Luke 10:17,3,Luke,10,17
5882,2 Corinthians 12:5,8,2 Corinthians,12,5,,,2832,Luke 23:41,3,Luke,23,41
5846,2 Corinthians 11:2,8,2 Corinthians,11,2,,,2264,Luke 11:3,3,Luke,11,3
5834,2 Corinthians 10:8,8,2 Corinthians,10,8,,,1756,Luke 1:7,3,Luke,1,7
5657,2 Corinthians 1:2,8,2 Corinthians,1,2,,,1869,Luke 2:40,3,Luke,2,40
5800,2 Corinthians 8:13,8,2 Corinthians,8,13,,,1904,Luke 3:23,3,Luke,3,23
5768,2 Corinthians 6:15,8,2 Corinthians,6,15,,,1827,Luke 1:78,3,Luke,1,78
5781,2 Corinthians 7:10,8,2 Corinthians,7,10,,,1764,Luke 1:15,3,Luke,1,15
5740,2 Corinthians 5:8,8,2 Corinthians,5,8,,,2594,Luke 19:7,3,Luke,19,7
5802,2 Corinthians 8:15,8,2 Corinthians,8,15,,,2473,Luke 15:29,3,Luke,15,29
5834,2 Corinthians 10:8,8,2 Corinthians,10,8,,,2658,Luke 20:23,3,Luke,20,23
5792,2 Corinthians 8:5,8,2 Corinthians,8,5,,,2500,Luke 16:24,3,Luke,16,24
5664,2 Corinthians 1:9,8,2 Corinthians,1,9,,,2519,Luke 17:12,3,Luke,17,12
5808,2 Corinthians 8:21,8,2 Corinthians,8,21,,,2324,Luke 12:9,3,Luke,12,9
5714,2 Corinthians 3:18,8,2 Corinthians,3,18,,,1985,Luke 5:22,3,Luke,5,22
5657,2 Corinthians 1:2,8,2 Corinthians,1,2,,,1937,Luke 4:18,3,Luke,4,18
5906,2 Corinthians 13:8,8,2 Corinthians,13,8,,,2870,Luke 24:23,3,Luke,24,23
5792,2 Corinthians 8:5,8,2 Corinthians,8,5,,,2713,Luke 21:31,3,Luke,21,31
5682,2 Corinthians 2:3,8,2 Corinthians,2,3,,,2361,Luke 12:46,3,Luke,12,46
5718,2 Corinthians 4:4,8,2 Corinthians,4,4,,,2224,Luke 10:5,3,Luke,10,5
5824,2 Corinthians 9:13,8,2 Corinthians,9,13,,,2207,Luke 9:50,3,Luke,9,50
5829,2 Corinthians 10:3,8,2 Corinthians,10,3,,,2354,Luke 12:39,3,Luke,12,39
5859,2 Corinthians 11:15,8,2 Corinthians,11,15,,,2564,Luke 18:20,3,Luke,18,20
5837,2 Corinthians 10:11,8,2 Corinthians,10,11,,,2751,Luke 22:31,3,Luke,22,31
5839,2 Corinthians 10:13,8,2 Corinthians,10,13,,,2558,Luke 18:14,3,Luke,18,14
5772,2 Corinthians 7:1,8,2 Corinthians,7,1,,,2380,Luke 13:6,3,Luke,13,6
5782,2 Corinthians 7:11,8,2 Corinthians,7,11,,,2788,Luke 22:68,3,Luke,22,68
5813,2 Corinthians 9:2,8,2 Corinthians,9,2,,,1930,Luke 4:11,3,Luke,4,11
5834,2 Corinthians 10:8,8,2 Corinthians,10,8,,,1972,Luke 5:9,3,Luke,5,9
5757,2 Corinthians 6:4,8,2 Corinthians,6,4,,,2873,Luke 24:26,3,Luke,24,26
5681,2 Corinthians 2:2,8,2 Corinthians,2,2,,,2006,Luke 6:4,3,Luke,6,4
5707,2 Corinthians 3:11,8,2 Corinthians,3,11,,,2309,Luke 11:48,3,Luke,11,48
5912,2 Corinthians 13:14,8,2 Corinthians,13,14,,,1985,Luke 5:22,3,Luke,5,22
5784,2 Corinthians 7:13,8,2 Corinthians,7,13,,,2398,Luke 13:24,3,Luke,13,24
5896,2 Corinthians 12:19,8,2 Corinthians,12,19,,,2099,Luke 7:48,3,Luke,7,48
5685,2 Corinthians 2:6,8,2 Corinthians,2,6,,,1971,Luke 5:8,3,Luke,5,8
5698,2 Corinthians 3:2,8,2 Corinthians,3,2,,,1870,Luke 2:41,3,Luke,2,41
5684,2 Corinthians 2:5,8,2 Corinthians,2,5,,,1942,Luke 4:23,3,Luke,4,23
5829,2 Corinthians 10:3,8,2 Corinthians,10,3,,,2257,Luke 10:38,3,Luke,10,38
5892,2 Corinthians 12:15,8,2 Corinthians,12,15,,,2156,Luke 8:55,3,Luke,8,55
5784,2 Corinthians 7:13,8,2 Corinthians,7,13,,,2471,Luke 15:27,3,Luke,15,27
5788,2 Corinthians 8:1,8,2 Corinthians,8,1,,,2175,Luke 9:18,3,Luke,9,18
5835,2 Corinthians 10:9,8,2 Corinthians,10,9,,,2524,Luke 17:17,3,Luke,17,17
5738,2 Corinthians 5:6,8,2 Corinthians,5,6,,,2863,Luke 24:16,3,Luke,24,16
5903,2 Corinthians 13:5,8,2 Corinthians,13,5,,,1889,Luke 3:8,3,Luke,3,8
5773,2 Corinthians 7:2,8,2 Corinthians,7,2,,,1869,Luke 2:40,3,Luke,2,40
5875,2 Corinthians 11:31,8,2 Corinthians,11,31,,,2742,Luke 22:22,3,Luke,22,22
