VF1_CumVerse,VF1_BCV,VF1_BookIndex,VF1_BookName,VF1_Chapter,VF1_Verse
1642,Mark 14:32,2,Mark,14,32
2160,Luke 9:3,3,Luke,9,3
3288,John 8:52,4,John,8,52
6084,Ephesians 1:23,10,Ephesians,1,23
1058,Matthew 28:7,1,Matthew,28,7
3170,John 6:58,4,John,6,58
2050,Luke 6:48,3,Luke,6,48
1390,Mark 8:34,2,Mark,8,34
6166,Ephesians 5:7,10,Ephesians,5,7
632,Matthew 19:14,1,Matthew,19,14
7400,1 John 1:5,23,1 John,1,5
1803,Luke 1:54,3,Luke,1,54
5119,Romans 12:19,6,Romans,12,19
899,Matthew 25:35,1,Matthew,25,35
453,Matthew 13:58,1,Matthew,13,58
710,Matthew 21:28,1,Matthew,21,28
2874,Luke 24:27,3,Luke,24,27
7043,Hebrews 11:16,19,Hebrews,11,16
5714,2 Corinthians 3:18,8,2 Corinthians,3,18
5872,2 Corinthians 11:28,8,2 Corinthians,11,28
1660,Mark 14:50,2,Mark,14,50
7708,Revelation 9:12,27,Revelation,9,12
4745,Acts 27:35,5,Acts,27,35
975,Matthew 26:65,1,Matthew,26,65
6712,2 Timothy 3:4,16,2 Timothy,3,4
3602,John 16:21,4,John,16,21
2350,Luke 12:35,3,Luke,12,35
462,Matthew 14:9,1,Matthew,14,9
6613,1 Timothy 4:11,15,1 Timothy,4,11
6466,1 Thessalonians 4:8,13,1 Thessalonians,4,8
1137,Mark 2:21,2,Mark,2,21
4207,Acts 12:15,5,Acts,12,15
5802,2 Corinthians 8:15,8,2 Corinthians,8,15
2200,Luke 9:43,3,Luke,9,43
4957,Romans 7:11,6,Romans,7,11
6871,Hebrews 4:2,19,Hebrews,4,2
6492,1 Thessalonians 5:16,13,1 Thessalonians,5,16
2765,Luke 22:45,3,Luke,22,45
1712,Mark 15:30,2,Mark,15,30
1552,Mark 12:23,2,Mark,12,23
4100,Acts 9:29,5,Acts,9,29
4644,Acts 24:20,5,Acts,24,20
4914,Romans 5:12,6,Romans,5,12
7431,1 John 2:26,23,1 John,2,26
3231,John 7:48,4,John,7,48
1938,Luke 4:19,3,Luke,4,19
7339,2 Peter 1:5,22,2 Peter,1,5
5134,Romans 13:13,6,Romans,13,13
6502,1 Thessalonians 5:26,13,1 Thessalonians,5,26
5773,2 Corinthians 7:2,8,2 Corinthians,7,2
2069,Luke 7:18,3,Luke,7,18
533,Matthew 16:5,1,Matthew,16,5
1248,Mark 5:28,2,Mark,5,28
5147,Romans 14:12,6,Romans,14,12
5797,2 Corinthians 8:10,8,2 Corinthians,8,10
6208,Ephesians 6:16,10,Ephesians,6,16
2154,Luke 8:53,3,Luke,8,53
7715,Revelation 9:19,27,Revelation,9,19
2532,Luke 17:25,3,Luke,17,25
3007,John 3:32,4,John,3,32
5846,2 Corinthians 11:2,8,2 Corinthians,11,2
6318,Philippians 4:21,11,Philippians,4,21
3669,John 18:29,4,John,18,29
99,Matthew 5:9,1,Matthew,5,9
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9
1862,Luke 2:33,3,Luke,2,33
6782,Titus 3:4,17,Titus,3,4
4622,Acts 23:33,5,Acts,23,33
7781,Revelation 13:17,27,Revelation,13,17
6378,Colossians 3:6,12,Colossians,3,6
4923,Romans 5:21,6,Romans,5,21
2778,Luke 22:58,3,Luke,22,58
1769,Luke 1:20,3,Luke,1,20
5436,1 Corinthians 10:14,7,1 Corinthians,10,14
7073,Hebrews 12:6,19,Hebrews,12,6
708,Matthew 21:26,1,Matthew,21,26
2427,Luke 14:18,3,Luke,14,18
2742,Luke 22:22,3,Luke,22,22
6632,1 Timothy 5:14,15,1 Timothy,5,14
948,Matthew 26:38,1,Matthew,26,38
6573,1 Timothy 2:2,15,1 Timothy,2,2
7080,Hebrews 12:13,19,Hebrews,12,13
2330,Luke 12:15,3,Luke,12,15
1816,Luke 1:67,3,Luke,1,67
3114,John 6:2,4,John,6,2
2017,Luke 6:15,3,Luke,6,15
5726,2 Corinthians 4:12,8,2 Corinthians,4,12
2942,John 1:43,4,John,1,43
2376,Luke 13:2,3,Luke,13,2
4575,Acts 22:16,5,Acts,22,16
3553,John 14:30,4,John,14,30
2580,Luke 18:36,3,Luke,18,36
1618,Mark 14:8,2,Mark,14,8
6265,Philippians 2:19,11,Philippians,2,19
5620,1 Corinthians 15:47,7,1 Corinthians,15,47
7316,1 Peter 4:15,21,1 Peter,4,15
1600,Mark 13:27,2,Mark,13,27
3073,John 5:8,4,John,5,8
3612,John 16:31,4,John,16,31
6371,Colossians 2:22,12,Colossians,2,22
7184,James 3:10,20,James,3,10
7878,Revelation 19:5,27,Revelation,19,5
7185,James 3:11,20,James,3,11
2048,Luke 6:46,3,Luke,6,46
4637,Acts 24:13,5,Acts,24,13
4096,Acts 9:25,5,Acts,9,25
3518,John 13:33,4,John,13,33
222,Matthew 8:21,1,Matthew,8,21
5796,2 Corinthians 8:9,8,2 Corinthians,8,9
3630,John 17:16,4,John,17,16
2346,Luke 12:31,3,Luke,12,31
7941,Revelation 22:5,27,Revelation,22,5
6275,Philippians 2:29,11,Philippians,2,29
1509,Mark 11:13,2,Mark,11,13
5678,2 Corinthians 1:23,8,2 Corinthians,1,23
4252,Acts 13:35,5,Acts,13,35
7479,1 John 4:21,23,1 John,4,21
7576,Revelation 2:3,27,Revelation,2,3
676,Matthew 20:28,1,Matthew,20,28
280,Matthew 10:7,1,Matthew,10,7
6538,2 Thessalonians 3:5,14,2 Thessalonians,3,5
6107,Ephesians 3:1,10,Ephesians,3,1
878,Matthew 25:14,1,Matthew,25,14
7063,Hebrews 11:36,19,Hebrews,11,36
7584,Revelation 2:11,27,Revelation,2,11
2112,Luke 8:11,3,Luke,8,11
6877,Hebrews 4:8,19,Hebrews,4,8
3393,John 11:15,4,John,11,15
2626,Luke 19:39,3,Luke,19,39
5787,2 Corinthians 7:16,8,2 Corinthians,7,16
5502,1 Corinthians 12:13,7,1 Corinthians,12,13
7855,Revelation 18:6,27,Revelation,18,6
2555,Luke 18:11,3,Luke,18,11
1952,Luke 4:33,3,Luke,4,33
2497,Luke 16:21,3,Luke,16,21
4757,Acts 28:3,5,Acts,28,3
427,Matthew 13:32,1,Matthew,13,32
2598,Luke 19:11,3,Luke,19,11
3003,John 3:28,4,John,3,28
244,Matthew 9:9,1,Matthew,9,9
6463,1 Thessalonians 4:5,13,1 Thessalonians,4,5
4582,Acts 22:23,5,Acts,22,23
3503,John 13:18,4,John,13,18
287,Matthew 10:14,1,Matthew,10,14
7602,Revelation 2:29,27,Revelation,2,29
6269,Philippians 2:23,11,Philippians,2,23
2731,Luke 22:11,3,Luke,22,11
4450,Acts 19:10,5,Acts,19,10
5677,2 Corinthians 1:22,8,2 Corinthians,1,22
7693,Revelation 8:10,27,Revelation,8,10
7916,Revelation 21:7,27,Revelation,21,7
4290,Acts 14:21,5,Acts,14,21
6879,Hebrews 4:10,19,Hebrews,4,10
6770,Titus 2:7,17,Titus,2,7
275,Matthew 10:2,1,Matthew,10,2
5912,2 Corinthians 13:14,8,2 Corinthians,13,14
889,Matthew 25:25,1,Matthew,25,25
7549,Jude 1:21,26,Jude,1,21
6426,1 Thessalonians 2:1,13,1 Thessalonians,2,1
5095,Romans 11:31,6,Romans,11,31
1371,Mark 8:15,2,Mark,8,15
3182,John 6:70,4,John,6,70
5790,2 Corinthians 8:3,8,2 Corinthians,8,3
4694,Acts 26:16,5,Acts,26,16
7023,Hebrews 10:35,19,Hebrews,10,35
1895,Luke 3:14,3,Luke,3,14
5113,Romans 12:13,6,Romans,12,13
723,Matthew 21:41,1,Matthew,21,41
6674,2 Timothy 1:10,16,2 Timothy,1,10
3831,Acts 2:27,5,Acts,2,27
3346,John 10:10,4,John,10,10
2883,Luke 24:36,3,Luke,24,36
816,Matthew 24:3,1,Matthew,24,3
1257,Mark 5:37,2,Mark,5,37
6869,Hebrews 3:19,19,Hebrews,3,19
3478,John 12:43,4,John,12,43
5548,1 Corinthians 14:15,7,1 Corinthians,14,15
2607,Luke 19:20,3,Luke,19,20
7187,James 3:13,20,James,3,13
6002,Galatians 4:16,9,Galatians,4,16
1105,Mark 1:34,2,Mark,1,34
3118,John 6:6,4,John,6,6
6212,Ephesians 6:20,10,Ephesians,6,20
1747,Mark 16:18,2,Mark,16,18
3761,John 21:8,4,John,21,8
1827,Luke 1:78,3,Luke,1,78
7151,James 2:3,20,James,2,3
2549,Luke 18:5,3,Luke,18,5
6154,Ephesians 4:27,10,Ephesians,4,27
4612,Acts 23:23,5,Acts,23,23
4855,Romans 3:9,6,Romans,3,9
5254,1 Corinthians 2:5,7,1 Corinthians,2,5
2503,Luke 16:27,3,Luke,16,27
824,Matthew 24:11,1,Matthew,24,11
2703,Luke 21:21,3,Luke,21,21
5003,Romans 8:32,6,Romans,8,32
5167,Romans 15:9,6,Romans,15,9
7715,Revelation 9:19,27,Revelation,9,19
1651,Mark 14:41,2,Mark,14,41
3297,John 9:2,4,John,9,2
1895,Luke 3:14,3,Luke,3,14
715,Matthew 21:33,1,Matthew,21,33
1629,Mark 14:19,2,Mark,14,19
2872,Luke 24:25,3,Luke,24,25
3780,Acts 1:2,5,Acts,1,2
5301,1 Corinthians 4:13,7,1 Corinthians,4,13
2847,Luke 23:56,3,Luke,23,56
2865,Luke 24:18,3,Luke,24,18
1581,Mark 13:8,2,Mark,13,8
4456,Acts 19:16,5,Acts,19,16
4504,Acts 20:23,5,Acts,20,23
6560,1 Timothy 1:9,15,1 Timothy,1,9
3671,John 18:31,4,John,18,31
6663,1 Timothy 6:20,15,1 Timothy,6,20
6368,Colossians 2:19,12,Colossians,2,19
4298,Acts 15:1,5,Acts,15,1
4892,Romans 4:15,6,Romans,4,15
3435,John 11:57,4,John,11,57
5034,Romans 9:24,6,Romans,9,24
4631,Acts 24:7,5,Acts,24,7
2433,Luke 14:24,3,Luke,14,24
5212,Romans 16:21,6,Romans,16,21
610,Matthew 18:27,1,Matthew,18,27
5925,Galatians 1:13,9,Galatians,1,13
2481,Luke 16:5,3,Luke,16,5
2362,Luke 12:47,3,Luke,12,47
1982,Luke 5:19,3,Luke,5,19
5738,2 Corinthians 5:6,8,2 Corinthians,5,6
4111,Acts 9:40,5,Acts,9,40
4983,Romans 8:12,6,Romans,8,12
2090,Luke 7:39,3,Luke,7,39
1020,Matthew 27:35,1,Matthew,27,35
5089,Romans 11:25,6,Romans,11,25
1257,Mark 5:37,2,Mark,5,37
7573,Revelation 1:20,27,Revelation,1,20
2325,Luke 12:10,3,Luke,12,10
5050,Romans 10:7,6,Romans,10,7
5180,Romans 15:22,6,Romans,15,22
6903,Hebrews 6:4,19,Hebrews,6,4
2608,Luke 19:21,3,Luke,19,21
7585,Revelation 2:12,27,Revelation,2,12
6795,Philemon 1:2,18,Philemon,1,2
5289,1 Corinthians 4:1,7,1 Corinthians,4,1
3580,John 15:26,4,John,15,26
7287,1 Peter 3:8,21,1 Peter,3,8
7217,James 5:8,20,James,5,8
185,Matthew 7:13,1,Matthew,7,13
402,Matthew 13:7,1,Matthew,13,7
4470,Acts 19:30,5,Acts,19,30
3410,John 11:32,4,John,11,32
487,Matthew 14:34,1,Matthew,14,34
5919,Galatians 1:7,9,Galatians,1,7
6214,Ephesians 6:22,10,Ephesians,6,22
490,Matthew 15:1,1,Matthew,15,1
7226,James 5:17,20,James,5,17
119,Matthew 5:29,1,Matthew,5,29
6243,Philippians 1:27,11,Philippians,1,27
4006,Acts 7:35,5,Acts,7,35
101,Matthew 5:11,1,Matthew,5,11
7211,James 5:2,20,James,5,2
5296,1 Corinthians 4:8,7,1 Corinthians,4,8
5237,1 Corinthians 1:19,7,1 Corinthians,1,19
7767,Revelation 13:3,27,Revelation,13,3
4950,Romans 7:4,6,Romans,7,4
5949,Galatians 2:13,9,Galatians,2,13
5648,1 Corinthians 16:17,7,1 Corinthians,16,17
5508,1 Corinthians 12:19,7,1 Corinthians,12,19
158,Matthew 6:20,1,Matthew,6,20
5079,Romans 11:15,6,Romans,11,15
5621,1 Corinthians 15:48,7,1 Corinthians,15,48
2141,Luke 8:40,3,Luke,8,40
1148,Mark 3:4,2,Mark,3,4
930,Matthew 26:20,1,Matthew,26,20
6195,Ephesians 6:3,10,Ephesians,6,3
6261,Philippians 2:15,11,Philippians,2,15
7532,Jude 1:4,26,Jude,1,4
1956,Luke 4:37,3,Luke,4,37
1447,Mark 10:3,2,Mark,10,3
4645,Acts 24:21,5,Acts,24,21
6271,Philippians 2:25,11,Philippians,2,25
7021,Hebrews 10:33,19,Hebrews,10,33
2533,Luke 17:26,3,Luke,17,26
4794,Romans 1:9,6,Romans,1,9
4057,Acts 8:26,5,Acts,8,26
3070,John 5:5,4,John,5,5
4103,Acts 9:32,5,Acts,9,32
1605,Mark 13:32,2,Mark,13,32
4640,Acts 24:16,5,Acts,24,16
4021,Acts 7:50,5,Acts,7,50
3703,John 19:23,4,John,19,23
3287,John 8:51,4,John,8,51
5365,1 Corinthians 7:23,7,1 Corinthians,7,23
658,Matthew 20:10,1,Matthew,20,10
5316,1 Corinthians 5:7,7,1 Corinthians,5,7
3014,John 4:3,4,John,4,3
4104,Acts 9:33,5,Acts,9,33
7269,1 Peter 2:15,21,1 Peter,2,15
3516,John 13:31,4,John,13,31
3938,Acts 5:24,5,Acts,5,24
3149,John 6:37,4,John,6,37
5057,Romans 10:14,6,Romans,10,14
2403,Luke 13:29,3,Luke,13,29
1183,Mark 4:4,2,Mark,4,4
3186,John 7:3,4,John,7,3
5079,Romans 11:15,6,Romans,11,15
4759,Acts 28:5,5,Acts,28,5
112,Matthew 5:22,1,Matthew,5,22
2741,Luke 22:21,3,Luke,22,21
7716,Revelation 9:20,27,Revelation,9,20
1868,Luke 2:39,3,Luke,2,39
1075,Mark 1:4,2,Mark,1,4
5871,2 Corinthians 11:27,8,2 Corinthians,11,27
5437,1 Corinthians 10:15,7,1 Corinthians,10,15
2347,Luke 12:32,3,Luke,12,32
4516,Acts 20:35,5,Acts,20,35
6848,Hebrews 2:16,19,Hebrews,2,16
6267,Philippians 2:21,11,Philippians,2,21
3988,Acts 7:17,5,Acts,7,17
6188,Ephesians 5:29,10,Ephesians,5,29
6972,Hebrews 9:12,19,Hebrews,9,12
1094,Mark 1:23,2,Mark,1,23
4545,Acts 21:26,5,Acts,21,26
7301,1 Peter 3:22,21,1 Peter,3,22
2229,Luke 10:10,3,Luke,10,10
7495,1 John 5:16,23,1 John,5,16
766,Matthew 22:38,1,Matthew,22,38
7788,Revelation 14:6,27,Revelation,14,6
652,Matthew 20:4,1,Matthew,20,4
5809,2 Corinthians 8:22,8,2 Corinthians,8,22
6122,Ephesians 3:16,10,Ephesians,3,16
4015,Acts 7:44,5,Acts,7,44
5885,2 Corinthians 12:8,8,2 Corinthians,12,8
3774,John 21:21,4,John,21,21
5903,2 Corinthians 13:5,8,2 Corinthians,13,5
3390,John 11:12,4,John,11,12
2501,Luke 16:25,3,Luke,16,25
3663,John 18:23,4,John,18,23
1957,Luke 4:38,3,Luke,4,38
862,Matthew 24:49,1,Matthew,24,49
3404,John 11:26,4,John,11,26
4631,Acts 24:7,5,Acts,24,7
804,Matthew 23:30,1,Matthew,23,30
2878,Luke 24:31,3,Luke,24,31
440,Matthew 13:45,1,Matthew,13,45
1483,Mark 10:39,2,Mark,10,39
1513,Mark 11:17,2,Mark,11,17
1793,Luke 1:44,3,Luke,1,44
4627,Acts 24:3,5,Acts,24,3
4672,Acts 25:21,5,Acts,25,21
3076,John 5:11,4,John,5,11
3387,John 11:9,4,John,11,9
6259,Philippians 2:13,11,Philippians,2,13
1299,Mark 6:36,2,Mark,6,36
150,Matthew 6:12,1,Matthew,6,12
4386,Acts 17:8,5,Acts,17,8
7803,Revelation 15:1,27,Revelation,15,1
445,Matthew 13:50,1,Matthew,13,50
3776,John 21:23,4,John,21,23
4440,Acts 18:28,5,Acts,18,28
5247,1 Corinthians 1:29,7,1 Corinthians,1,29
7341,2 Peter 1:7,22,2 Peter,1,7
2769,Luke 22:49,3,Luke,22,49
7073,Hebrews 12:6,19,Hebrews,12,6
7087,Hebrews 12:20,19,Hebrews,12,20
2218,Luke 9:61,3,Luke,9,61
1266,Mark 6:3,2,Mark,6,3
5823,2 Corinthians 9:12,8,2 Corinthians,9,12
3150,John 6:38,4,John,6,38
1399,Mark 9:5,2,Mark,9,5
6374,Colossians 3:2,12,Colossians,3,2
3441,John 12:6,4,John,12,6
7797,Revelation 14:15,27,Revelation,14,15
2991,John 3:16,4,John,3,16
7005,Hebrews 10:17,19,Hebrews,10,17
1900,Luke 3:19,3,Luke,3,19
7839,Revelation 17:8,27,Revelation,17,8
1086,Mark 1:15,2,Mark,1,15
3548,John 14:25,4,John,14,25
6902,Hebrews 6:3,19,Hebrews,6,3
5055,Romans 10:12,6,Romans,10,12
4584,Acts 22:25,5,Acts,22,25
1995,Luke 5:32,3,Luke,5,32
227,Matthew 8:26,1,Matthew,8,26
7429,1 John 2:24,23,1 John,2,24
739,Matthew 22:11,1,Matthew,22,11
6061,Galatians 6:18,9,Galatians,6,18
4504,Acts 20:23,5,Acts,20,23
6483,1 Thessalonians 5:7,13,1 Thessalonians,5,7
987,Matthew 27:2,1,Matthew,27,2
3926,Acts 5:12,5,Acts,5,12
1622,Mark 14:12,2,Mark,14,12
3736,John 20:14,4,John,20,14
2731,Luke 22:11,3,Luke,22,11
1633,Mark 14:23,2,Mark,14,23
2708,Luke 21:26,3,Luke,21,26
3882,Acts 4:5,5,Acts,4,5
7117,Hebrews 13:21,19,Hebrews,13,21
5299,1 Corinthians 4:11,7,1 Corinthians,4,11
4609,Acts 23:20,5,Acts,23,20
5261,1 Corinthians 2:12,7,1 Corinthians,2,12
1680,Mark 14:70,2,Mark,14,70
7221,James 5:12,20,James,5,12
7633,Revelation 4:9,27,Revelation,4,9
1439,Mark 9:45,2,Mark,9,45
1346,Mark 7:27,2,Mark,7,27
1589,Mark 13:16,2,Mark,13,16
1797,Luke 1:48,3,Luke,1,48
2961,John 2:11,4,John,2,11
3367,John 10:31,4,John,10,31
4565,Acts 22:6,5,Acts,22,6
5713,2 Corinthians 3:17,8,2 Corinthians,3,17
4969,Romans 7:23,6,Romans,7,23
3916,Acts 5:2,5,Acts,5,2
4020,Acts 7:49,5,Acts,7,49
7501,2 John 1:1,24,2 John,1,1
3571,John 15:17,4,John,15,17
3166,John 6:54,4,John,6,54
5480,1 Corinthians 11:25,7,1 Corinthians,11,25
5976,Galatians 3:19,9,Galatians,3,19
1700,Mark 15:18,2,Mark,15,18
1495,Mark 10:51,2,Mark,10,51
1064,Matthew 28:13,1,Matthew,28,13
1662,Mark 14:52,2,Mark,14,52
4920,Romans 5:18,6,Romans,5,18
3082,John 5:17,4,John,5,17
7338,2 Peter 1:4,22,2 Peter,1,4
7705,Revelation 9:9,27,Revelation,9,9
1121,Mark 2:5,2,Mark,2,5
2589,Luke 19:2,3,Luke,19,2
6368,Colossians 2:19,12,Colossians,2,19
5137,Romans 14:2,6,Romans,14,2
6475,1 Thessalonians 4:17,13,1 Thessalonians,4,17
1921,Luke 4:2,3,Luke,4,2
2693,Luke 21:11,3,Luke,21,11
4868,Romans 3:22,6,Romans,3,22
3883,Acts 4:6,5,Acts,4,6
768,Matthew 22:40,1,Matthew,22,40
5494,1 Corinthians 12:5,7,1 Corinthians,12,5
2651,Luke 20:16,3,Luke,20,16
624,Matthew 19:6,1,Matthew,19,6
7222,James 5:13,20,James,5,13
7631,Revelation 4:7,27,Revelation,4,7
4677,Acts 25:26,5,Acts,25,26
7821,Revelation 16:11,27,Revelation,16,11
5101,Romans 12:1,6,Romans,12,1
5488,1 Corinthians 11:33,7,1 Corinthians,11,33
83,Matthew 4:18,1,Matthew,4,18
4232,Acts 13:15,5,Acts,13,15
3070,John 5:5,4,John,5,5
7371,2 Peter 2:16,22,2 Peter,2,16
5789,2 Corinthians 8:2,8,2 Corinthians,8,2
3303,John 9:8,4,John,9,8
7676,Revelation 7:10,27,Revelation,7,10
7,Matthew 1:7,1,Matthew,1,7
4552,Acts 21:33,5,Acts,21,33
6137,Ephesians 4:10,10,Ephesians,4,10
3218,John 7:35,4,John,7,35
3460,John 12:25,4,John,12,25
6024,Galatians 5:7,9,Galatians,5,7
1456,Mark 10:12,2,Mark,10,12
1454,Mark 10:10,2,Mark,10,10
5834,2 Corinthians 10:8,8,2 Corinthians,10,8
6816,Philemon 1:23,18,Philemon,1,23
5182,Romans 15:24,6,Romans,15,24
1786,Luke 1:37,3,Luke,1,37
5267,1 Corinthians 3:2,7,1 Corinthians,3,2
5241,1 Corinthians 1:23,7,1 Corinthians,1,23
7319,1 Peter 4:18,21,1 Peter,4,18
5291,1 Corinthians 4:3,7,1 Corinthians,4,3
4746,Acts 27:36,5,Acts,27,36
1405,Mark 9:11,2,Mark,9,11
6177,Ephesians 5:18,10,Ephesians,5,18
7474,1 John 4:16,23,1 John,4,16
2557,Luke 18:13,3,Luke,18,13
2055,Luke 7:4,3,Luke,7,4
7764,Revelation 12:17,27,Revelation,12,17
2024,Luke 6:22,3,Luke,6,22
651,Matthew 20:3,1,Matthew,20,3
1029,Matthew 27:44,1,Matthew,27,44
4705,Acts 26:27,5,Acts,26,27
6857,Hebrews 3:7,19,Hebrews,3,7
5104,Romans 12:4,6,Romans,12,4
7813,Revelation 16:3,27,Revelation,16,3
1764,Luke 1:15,3,Luke,1,15
7081,Hebrews 12:14,19,Hebrews,12,14
592,Matthew 18:9,1,Matthew,18,9
1473,Mark 10:29,2,Mark,10,29
3133,John 6:21,4,John,6,21
6523,2 Thessalonians 2:7,14,2 Thessalonians,2,7
2229,Luke 10:10,3,Luke,10,10
2306,Luke 11:45,3,Luke,11,45
2776,Luke 22:56,3,Luke,22,56
707,Matthew 21:25,1,Matthew,21,25
6256,Philippians 2:10,11,Philippians,2,10
7131,James 1:10,20,James,1,10
7429,1 John 2:24,23,1 John,2,24
5522,1 Corinthians 13:2,7,1 Corinthians,13,2
3161,John 6:49,4,John,6,49
1126,Mark 2:10,2,Mark,2,10
1338,Mark 7:19,2,Mark,7,19
720,Matthew 21:38,1,Matthew,21,38
4607,Acts 23:18,5,Acts,23,18
3219,John 7:36,4,John,7,36
627,Matthew 19:9,1,Matthew,19,9
7344,2 Peter 1:10,22,2 Peter,1,10
5281,1 Corinthians 3:16,7,1 Corinthians,3,16
3481,John 12:46,4,John,12,46
4078,Acts 9:7,5,Acts,9,7
370,Matthew 12:25,1,Matthew,12,25
4676,Acts 25:25,5,Acts,25,25
6933,Hebrews 7:14,19,Hebrews,7,14
5366,1 Corinthians 7:24,7,1 Corinthians,7,24
711,Matthew 21:29,1,Matthew,21,29
3261,John 8:25,4,John,8,25
6309,Philippians 4:12,11,Philippians,4,12
5474,1 Corinthians 11:19,7,1 Corinthians,11,19
2156,Luke 8:55,3,Luke,8,55
2539,Luke 17:32,3,Luke,17,32
476,Matthew 14:23,1,Matthew,14,23
7505,2 John 1:5,24,2 John,1,5
5992,Galatians 4:6,9,Galatians,4,6
1246,Mark 5:26,2,Mark,5,26
5219,1 Corinthians 1:1,7,1 Corinthians,1,1
2610,Luke 19:23,3,Luke,19,23
1123,Mark 2:7,2,Mark,2,7
2731,Luke 22:11,3,Luke,22,11
4348,Acts 16:10,5,Acts,16,10
5182,Romans 15:24,6,Romans,15,24
6915,Hebrews 6:16,19,Hebrews,6,16
4176,Acts 11:14,5,Acts,11,14
4315,Acts 15:18,5,Acts,15,18
2519,Luke 17:12,3,Luke,17,12
3077,John 5:12,4,John,5,12
1879,Luke 2:50,3,Luke,2,50
2127,Luke 8:26,3,Luke,8,26
5252,1 Corinthians 2:3,7,1 Corinthians,2,3
2577,Luke 18:33,3,Luke,18,33
6691,2 Timothy 2:9,16,2 Timothy,2,9
1820,Luke 1:71,3,Luke,1,71
496,Matthew 15:7,1,Matthew,15,7
7253,1 Peter 1:24,21,1 Peter,1,24
5701,2 Corinthians 3:5,8,2 Corinthians,3,5
4826,Romans 2:9,6,Romans,2,9
501,Matthew 15:12,1,Matthew,15,12
6992,Hebrews 10:4,19,Hebrews,10,4
3186,John 7:3,4,John,7,3
762,Matthew 22:34,1,Matthew,22,34
4017,Acts 7:46,5,Acts,7,46
7204,James 4:12,20,James,4,12
6275,Philippians 2:29,11,Philippians,2,29
926,Matthew 26:16,1,Matthew,26,16
3327,John 9:32,4,John,9,32
7538,Jude 1:10,26,Jude,1,10
6756,Titus 1:9,17,Titus,1,9
3342,John 10:6,4,John,10,6
2568,Luke 18:24,3,Luke,18,24
132,Matthew 5:42,1,Matthew,5,42
7453,1 John 3:19,23,1 John,3,19
6937,Hebrews 7:18,19,Hebrews,7,18
1974,Luke 5:11,3,Luke,5,11
5549,1 Corinthians 14:16,7,1 Corinthians,14,16
7293,1 Peter 3:14,21,1 Peter,3,14
7358,2 Peter 2:3,22,2 Peter,2,3
1508,Mark 11:12,2,Mark,11,12
7135,James 1:14,20,James,1,14
1810,Luke 1:61,3,Luke,1,61
2971,John 2:21,4,John,2,21
2016,Luke 6:14,3,Luke,6,14
7065,Hebrews 11:38,19,Hebrews,11,38
2095,Luke 7:44,3,Luke,7,44
838,Matthew 24:25,1,Matthew,24,25
2106,Luke 8:5,3,Luke,8,5
1471,Mark 10:27,2,Mark,10,27
6667,2 Timothy 1:3,16,2 Timothy,1,3
4082,Acts 9:11,5,Acts,9,11
3315,John 9:20,4,John,9,20
3553,John 14:30,4,John,14,30
4831,Romans 2:14,6,Romans,2,14
2907,John 1:8,4,John,1,8
1327,Mark 7:8,2,Mark,7,8
1827,Luke 1:78,3,Luke,1,78
5702,2 Corinthians 3:6,8,2 Corinthians,3,6
6859,Hebrews 3:9,19,Hebrews,3,9
5361,1 Corinthians 7:19,7,1 Corinthians,7,19
274,Matthew 10:1,1,Matthew,10,1
653,Matthew 20:5,1,Matthew,20,5
6518,2 Thessalonians 2:2,14,2 Thessalonians,2,2
1990,Luke 5:27,3,Luke,5,27
6440,1 Thessalonians 2:15,13,1 Thessalonians,2,15
6911,Hebrews 6:12,19,Hebrews,6,12
489,Matthew 14:36,1,Matthew,14,36
504,Matthew 15:15,1,Matthew,15,15
5489,1 Corinthians 11:34,7,1 Corinthians,11,34
2912,John 1:13,4,John,1,13
5341,1 Corinthians 6:19,7,1 Corinthians,6,19
3067,John 5:2,4,John,5,2
3215,John 7:32,4,John,7,32
2908,John 1:9,4,John,1,9
1451,Mark 10:7,2,Mark,10,7
6327,Colossians 1:7,12,Colossians,1,7
5541,1 Corinthians 14:8,7,1 Corinthians,14,8
6339,Colossians 1:19,12,Colossians,1,19
33,Matthew 2:8,1,Matthew,2,8
2694,Luke 21:12,3,Luke,21,12
5520,1 Corinthians 12:31,7,1 Corinthians,12,31
1970,Luke 5:7,3,Luke,5,7
3200,John 7:17,4,John,7,17
7345,2 Peter 1:11,22,2 Peter,1,11
427,Matthew 13:32,1,Matthew,13,32
1211,Mark 4:32,2,Mark,4,32
1801,Luke 1:52,3,Luke,1,52
7667,Revelation 7:1,27,Revelation,7,1
6308,Philippians 4:11,11,Philippians,4,11
5972,Galatians 3:15,9,Galatians,3,15
2994,John 3:19,4,John,3,19
5291,1 Corinthians 4:3,7,1 Corinthians,4,3
5651,1 Corinthians 16:20,7,1 Corinthians,16,20
3524,John 14:1,4,John,14,1
576,Matthew 17:20,1,Matthew,17,20
6436,1 Thessalonians 2:11,13,1 Thessalonians,2,11
1681,Mark 14:71,2,Mark,14,71
1800,Luke 1:51,3,Luke,1,51
1603,Mark 13:30,2,Mark,13,30
7278,1 Peter 2:24,21,1 Peter,2,24
1327,Mark 7:8,2,Mark,7,8
2959,John 2:9,4,John,2,9
2712,Luke 21:30,3,Luke,21,30
1814,Luke 1:65,3,Luke,1,65
