BF2_CumVerse,BF2_BCV,BF2_BookIndex,BF2_BookName,BF2_Chapter,BF2_Verse
7534,Jude 1:6,26,Jude,1,6
3422,John 11:44,4,John,11,44
7345,2 Peter 1:11,22,2 Peter,1,11
3492,John 13:7,4,John,13,7
6733,2 Timothy 4:8,16,2 Timothy,4,8
6424,1 Thessalonians 1:9,13,1 Thessalonians,1,9
5739,2 Corinthians 5:7,8,2 Corinthians,5,7
7373,2 Peter 2:18,22,2 Peter,2,18
5933,Galatians 1:21,9,Galatians,1,21
7481,1 John 5:2,23,1 John,5,2
5935,Galatians 1:23,9,Galatians,1,23
6318,Philippians 4:21,11,Philippians,4,21
7033,Hebrews 11:6,19,Hebrews,11,6
6516,2 Thessalonians 1:12,14,2 Thessalonians,1,12
5456,1 Corinthians 11:1,7,1 Corinthians,11,1
2516,Luke 17:9,3,Luke,17,9
6487,1 Thessalonians 5:11,13,1 Thessalonians,5,11
6798,Philemon 1:5,18,Philemon,1,5
6701,2 Timothy 2:19,16,2 Timothy,2,19
7814,Revelation 16:4,27,Revelation,16,4
6764,Titus 2:1,17,Titus,2,1
941,Matthew 26:31,1,Matthew,26,31
7536,Jude 1:8,26,Jude,1,8
1499,Mark 11:3,2,Mark,11,3
7403,1 John 1:8,23,1 John,1,8
6712,2 Timothy 3:4,16,2 Timothy,3,4
7359,2 Peter 2:4,22,2 Peter,2,4
6510,2 Thessalonians 1:6,14,2 Thessalonians,1,6
6532,2 Thessalonians 2:16,14,2 Thessalonians,2,16
6811,Philemon 1:18,18,Philemon,1,18
2557,Luke 18:13,3,Luke,18,13
7509,2 John 1:9,24,2 John,1,9
1605,Mark 13:32,2,Mark,13,32
578,Matthew 17:22,1,Matthew,17,22
6570,1 Timothy 1:19,15,1 Timothy,1,19
7226,James 5:17,20,James,5,17
2942,John 1:43,4,John,1,43
1710,Mark 15:28,2,Mark,15,28
7045,Hebrews 11:18,19,Hebrews,11,18
7309,1 Peter 4:8,21,1 Peter,4,8
7544,Jude 1:16,26,Jude,1,16
6734,2 Timothy 4:9,16,2 Timothy,4,9
2524,Luke 17:17,3,Luke,17,17
7539,Jude 1:11,26,Jude,1,11
6636,1 Timothy 5:18,15,1 Timothy,5,18
7331,1 Peter 5:11,21,1 Peter,5,11
7486,1 John 5:7,23,1 John,5,7
5685,2 Corinthians 2:6,8,2 Corinthians,2,6
6363,Colossians 2:14,12,Colossians,2,14
6790,Titus 3:12,17,Titus,3,12
7803,Revelation 15:1,27,Revelation,15,1
7513,2 John 1:13,24,2 John,1,13
414,Matthew 13:19,1,Matthew,13,19
7370,2 Peter 2:15,22,2 Peter,2,15
1321,Mark 7:2,2,Mark,7,2
6096,Ephesians 2:12,10,Ephesians,2,12
2092,Luke 7:41,3,Luke,7,41
7164,James 2:16,20,James,2,16
6114,Ephesians 3:8,10,Ephesians,3,8
3300,John 9:5,4,John,9,5
6129,Ephesians 4:2,10,Ephesians,4,2
2959,John 2:9,4,John,2,9
6563,1 Timothy 1:12,15,1 Timothy,1,12
6593,1 Timothy 3:7,15,1 Timothy,3,7
7328,1 Peter 5:8,21,1 Peter,5,8
6420,1 Thessalonians 1:5,13,1 Thessalonians,1,5
6652,1 Timothy 6:9,15,1 Timothy,6,9
3463,John 12:28,4,John,12,28
6578,1 Timothy 2:7,15,1 Timothy,2,7
7261,1 Peter 2:7,21,1 Peter,2,7
3332,John 9:37,4,John,9,37
5835,2 Corinthians 10:9,8,2 Corinthians,10,9
7536,Jude 1:8,26,Jude,1,8
5993,Galatians 4:7,9,Galatians,4,7
7533,Jude 1:5,26,Jude,1,5
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9
6446,1 Thessalonians 3:1,13,1 Thessalonians,3,1
7537,Jude 1:9,26,Jude,1,9
6487,1 Thessalonians 5:11,13,1 Thessalonians,5,11
4234,Acts 13:17,5,Acts,13,17
7687,Revelation 8:4,27,Revelation,8,4
7365,2 Peter 2:10,22,2 Peter,2,10
1878,Luke 2:49,3,Luke,2,49
7294,1 Peter 3:15,21,1 Peter,3,15
7193,James 4:1,20,James,4,1
7524,3 John 1:11,25,3 John,1,11
6747,2 Timothy 4:22,16,2 Timothy,4,22
1387,Mark 8:31,2,Mark,8,31
3655,John 18:15,4,John,18,15
6288,Philippians 3:12,11,Philippians,3,12
7518,3 John 1:5,25,3 John,1,5
6783,Titus 3:5,17,Titus,3,5
6612,1 Timothy 4:10,15,1 Timothy,4,10
6797,Philemon 1:4,18,Philemon,1,4
6343,Colossians 1:23,12,Colossians,1,23
5127,Romans 13:6,6,Romans,13,6
6621,1 Timothy 5:3,15,1 Timothy,5,3
4872,Romans 3:26,6,Romans,3,26
7462,1 John 4:4,23,1 John,4,4
2159,Luke 9:2,3,Luke,9,2
6229,Philippians 1:13,11,Philippians,1,13
5858,2 Corinthians 11:14,8,2 Corinthians,11,14
6542,2 Thessalonians 3:9,14,2 Thessalonians,3,9
6526,2 Thessalonians 2:10,14,2 Thessalonians,2,10
7505,2 John 1:5,24,2 John,1,5
7878,Revelation 19:5,27,Revelation,19,5
5684,2 Corinthians 2:5,8,2 Corinthians,2,5
6447,1 Thessalonians 3:2,13,1 Thessalonians,3,2
7524,3 John 1:11,25,3 John,1,11
5698,2 Corinthians 3:2,8,2 Corinthians,3,2
2491,Luke 16:15,3,Luke,16,15
2392,Luke 13:18,3,Luke,13,18
5410,1 Corinthians 9:15,7,1 Corinthians,9,15
7507,2 John 1:7,24,2 John,1,7
5384,1 Corinthians 8:2,7,1 Corinthians,8,2
5895,2 Corinthians 12:18,8,2 Corinthians,12,18
1840,Luke 2:11,3,Luke,2,11
5647,1 Corinthians 16:16,7,1 Corinthians,16,16
7476,1 John 4:18,23,1 John,4,18
5942,Galatians 2:6,9,Galatians,2,6
7756,Revelation 12:9,27,Revelation,12,9
7548,Jude 1:20,26,Jude,1,20
6457,1 Thessalonians 3:12,13,1 Thessalonians,3,12
7475,1 John 4:17,23,1 John,4,17
2439,Luke 14:30,3,Luke,14,30
6455,1 Thessalonians 3:10,13,1 Thessalonians,3,10
7187,James 3:13,20,James,3,13
6518,2 Thessalonians 2:2,14,2 Thessalonians,2,2
6281,Philippians 3:5,11,Philippians,3,5
6134,Ephesians 4:7,10,Ephesians,4,7
454,Matthew 14:1,1,Matthew,14,1
6673,2 Timothy 1:9,16,2 Timothy,1,9
6518,2 Thessalonians 2:2,14,2 Thessalonians,2,2
7548,Jude 1:20,26,Jude,1,20
5989,Galatians 4:3,9,Galatians,4,3
6816,Philemon 1:23,18,Philemon,1,23
1731,Mark 16:2,2,Mark,16,2
5607,1 Corinthians 15:34,7,1 Corinthians,15,34
6783,Titus 3:5,17,Titus,3,5
6814,Philemon 1:21,18,Philemon,1,21
3258,John 8:22,4,John,8,22
6800,Philemon 1:7,18,Philemon,1,7
3224,John 7:41,4,John,7,41
6491,1 Thessalonians 5:15,13,1 Thessalonians,5,15
6331,Colossians 1:11,12,Colossians,1,11
5668,2 Corinthians 1:13,8,2 Corinthians,1,13
307,Matthew 10:34,1,Matthew,10,34
6321,Colossians 1:1,12,Colossians,1,1
6562,1 Timothy 1:11,15,1 Timothy,1,11
6097,Ephesians 2:13,10,Ephesians,2,13
6284,Philippians 3:8,11,Philippians,3,8
7480,1 John 5:1,23,1 John,5,1
6666,2 Timothy 1:2,16,2 Timothy,1,2
6789,Titus 3:11,17,Titus,3,11
7518,3 John 1:5,25,3 John,1,5
6584,1 Timothy 2:13,15,1 Timothy,2,13
6592,1 Timothy 3:6,15,1 Timothy,3,6
436,Matthew 13:41,1,Matthew,13,41
5970,Galatians 3:13,9,Galatians,3,13
5133,Romans 13:12,6,Romans,13,12
1948,Luke 4:29,3,Luke,4,29
5404,1 Corinthians 9:9,7,1 Corinthians,9,9
6747,2 Timothy 4:22,16,2 Timothy,4,22
7515,3 John 1:2,25,3 John,1,2
63,Matthew 3:15,1,Matthew,3,15
7384,2 Peter 3:7,22,2 Peter,3,7
6508,2 Thessalonians 1:4,14,2 Thessalonians,1,4
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7
6698,2 Timothy 2:16,16,2 Timothy,2,16
6319,Philippians 4:22,11,Philippians,4,22
4171,Acts 11:9,5,Acts,11,9
1195,Mark 4:16,2,Mark,4,16
6102,Ephesians 2:18,10,Ephesians,2,18
3475,John 12:40,4,John,12,40
6553,1 Timothy 1:2,15,1 Timothy,1,2
5318,1 Corinthians 5:9,7,1 Corinthians,5,9
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5
6556,1 Timothy 1:5,15,1 Timothy,1,5
6728,2 Timothy 4:3,16,2 Timothy,4,3
2530,Luke 17:23,3,Luke,17,23
5198,Romans 16:7,6,Romans,16,7
1501,Mark 11:5,2,Mark,11,5
7508,2 John 1:8,24,2 John,1,8
6093,Ephesians 2:9,10,Ephesians,2,9
7380,2 Peter 3:3,22,2 Peter,3,3
2121,Luke 8:20,3,Luke,8,20
6740,2 Timothy 4:15,16,2 Timothy,4,15
6811,Philemon 1:18,18,Philemon,1,18
7346,2 Peter 1:12,22,2 Peter,1,12
4830,Romans 2:13,6,Romans,2,13
2554,Luke 18:10,3,Luke,18,10
3081,John 5:16,4,John,5,16
6261,Philippians 2:15,11,Philippians,2,15
7516,3 John 1:3,25,3 John,1,3
3363,John 10:27,4,John,10,27
6649,1 Timothy 6:6,15,1 Timothy,6,6
1544,Mark 12:15,2,Mark,12,15
1036,Matthew 27:51,1,Matthew,27,51
5216,Romans 16:25,6,Romans,16,25
6786,Titus 3:8,17,Titus,3,8
6071,Ephesians 1:10,10,Ephesians,1,10
6067,Ephesians 1:6,10,Ephesians,1,6
5507,1 Corinthians 12:18,7,1 Corinthians,12,18
5161,Romans 15:3,6,Romans,15,3
342,Matthew 11:27,1,Matthew,11,27
6948,Hebrews 8:1,19,Hebrews,8,1
5654,1 Corinthians 16:23,7,1 Corinthians,16,23
6363,Colossians 2:14,12,Colossians,2,14
6316,Philippians 4:19,11,Philippians,4,19
6749,Titus 1:2,17,Titus,1,2
6867,Hebrews 3:17,19,Hebrews,3,17
7198,James 4:6,20,James,4,6
7404,1 John 1:9,23,1 John,1,9
5057,Romans 10:14,6,Romans,10,14
6775,Titus 2:12,17,Titus,2,12
7326,1 Peter 5:6,21,1 Peter,5,6
5282,1 Corinthians 3:17,7,1 Corinthians,3,17
2952,John 2:2,4,John,2,2
6060,Galatians 6:17,9,Galatians,6,17
6469,1 Thessalonians 4:11,13,1 Thessalonians,4,11
6453,1 Thessalonians 3:8,13,1 Thessalonians,3,8
6760,Titus 1:13,17,Titus,1,13
7145,James 1:24,20,James,1,24
6046,Galatians 6:3,9,Galatians,6,3
5292,1 Corinthians 4:4,7,1 Corinthians,4,4
6641,1 Timothy 5:23,15,1 Timothy,5,23
7511,2 John 1:11,24,2 John,1,11
7517,3 John 1:4,25,3 John,1,4
6368,Colossians 2:19,12,Colossians,2,19
6418,1 Thessalonians 1:3,13,1 Thessalonians,1,3
1226,Mark 5:6,2,Mark,5,6
7834,Revelation 17:3,27,Revelation,17,3
6538,2 Thessalonians 3:5,14,2 Thessalonians,3,5
5380,1 Corinthians 7:38,7,1 Corinthians,7,38
5881,2 Corinthians 12:4,8,2 Corinthians,12,4
7501,2 John 1:1,24,2 John,1,1
7741,Revelation 11:13,27,Revelation,11,13
6625,1 Timothy 5:7,15,1 Timothy,5,7
3524,John 14:1,4,John,14,1
6081,Ephesians 1:20,10,Ephesians,1,20
6854,Hebrews 3:4,19,Hebrews,3,4
6480,1 Thessalonians 5:4,13,1 Thessalonians,5,4
6141,Ephesians 4:14,10,Ephesians,4,14
7505,2 John 1:5,24,2 John,1,5
7470,1 John 4:12,23,1 John,4,12
7207,James 4:15,20,James,4,15
5423,1 Corinthians 10:1,7,1 Corinthians,10,1
6430,1 Thessalonians 2:5,13,1 Thessalonians,2,5
6800,Philemon 1:7,18,Philemon,1,7
7337,2 Peter 1:3,22,2 Peter,1,3
3668,John 18:28,4,John,18,28
6312,Philippians 4:15,11,Philippians,4,15
7722,Revelation 10:5,27,Revelation,10,5
7942,Revelation 22:6,27,Revelation,22,6
7511,2 John 1:11,24,2 John,1,11
7134,James 1:13,20,James,1,13
6459,1 Thessalonians 4:1,13,1 Thessalonians,4,1
6517,2 Thessalonians 2:1,14,2 Thessalonians,2,1
7218,James 5:9,20,James,5,9
1966,Luke 5:3,3,Luke,5,3
7068,Hebrews 12:1,19,Hebrews,12,1
7192,James 3:18,20,James,3,18
6378,Colossians 3:6,12,Colossians,3,6
2398,Luke 13:24,3,Luke,13,24
7534,Jude 1:6,26,Jude,1,6
7339,2 Peter 1:5,22,2 Peter,1,5
6256,Philippians 2:10,11,Philippians,2,10
3509,John 13:24,4,John,13,24
6409,Colossians 4:12,12,Colossians,4,12
6834,Hebrews 2:2,19,Hebrews,2,2
7418,1 John 2:13,23,1 John,2,13
7552,Jude 1:24,26,Jude,1,24
5901,2 Corinthians 13:3,8,2 Corinthians,13,3
6767,Titus 2:4,17,Titus,2,4
6607,1 Timothy 4:5,15,1 Timothy,4,5
6817,Philemon 1:24,18,Philemon,1,24
6406,Colossians 4:9,12,Colossians,4,9
6047,Galatians 6:4,9,Galatians,6,4
7542,Jude 1:14,26,Jude,1,14
7537,Jude 1:9,26,Jude,1,9
6426,1 Thessalonians 2:1,13,1 Thessalonians,2,1
6369,Colossians 2:20,12,Colossians,2,20
6799,Philemon 1:6,18,Philemon,1,6
6124,Ephesians 3:18,10,Ephesians,3,18
6752,Titus 1:5,17,Titus,1,5
2994,John 3:19,4,John,3,19
6741,2 Timothy 4:16,16,2 Timothy,4,16
5731,2 Corinthians 4:17,8,2 Corinthians,4,17
3860,Acts 3:9,5,Acts,3,9
7538,Jude 1:10,26,Jude,1,10
7906,Revelation 20:12,27,Revelation,20,12
7397,1 John 1:2,23,1 John,1,2
1172,Mark 3:28,2,Mark,3,28
4821,Romans 2:4,6,Romans,2,4
7140,James 1:19,20,James,1,19
7503,2 John 1:3,24,2 John,1,3
2351,Luke 12:36,3,Luke,12,36
7507,2 John 1:7,24,2 John,1,7
6601,1 Timothy 3:15,15,1 Timothy,3,15
662,Matthew 20:14,1,Matthew,20,14
7531,Jude 1:3,26,Jude,1,3
6725,2 Timothy 3:17,16,2 Timothy,3,17
6121,Ephesians 3:15,10,Ephesians,3,15
3037,John 4:26,4,John,4,26
6527,2 Thessalonians 2:11,14,2 Thessalonians,2,11
7384,2 Peter 3:7,22,2 Peter,3,7
3632,John 17:18,4,John,17,18
6785,Titus 3:7,17,Titus,3,7
7739,Revelation 11:11,27,Revelation,11,11
6423,1 Thessalonians 1:8,13,1 Thessalonians,1,8
4919,Romans 5:17,6,Romans,5,17
7173,James 2:25,20,James,2,25
5181,Romans 15:23,6,Romans,15,23
384,Matthew 12:39,1,Matthew,12,39
6719,2 Timothy 3:11,16,2 Timothy,3,11
3959,Acts 6:3,5,Acts,6,3
7049,Hebrews 11:22,19,Hebrews,11,22
6454,1 Thessalonians 3:9,13,1 Thessalonians,3,9
7460,1 John 4:2,23,1 John,4,2
7324,1 Peter 5:4,21,1 Peter,5,4
6790,Titus 3:12,17,Titus,3,12
2972,John 2:22,4,John,2,22
4825,Romans 2:8,6,Romans,2,8
582,Matthew 17:26,1,Matthew,17,26
1412,Mark 9:18,2,Mark,9,18
6264,Philippians 2:18,11,Philippians,2,18
6520,2 Thessalonians 2:4,14,2 Thessalonians,2,4
2070,Luke 7:19,3,Luke,7,19
7353,2 Peter 1:19,22,2 Peter,1,19
7370,2 Peter 2:15,22,2 Peter,2,15
6624,1 Timothy 5:6,15,1 Timothy,5,6
6671,2 Timothy 1:7,16,2 Timothy,1,7
6544,2 Thessalonians 3:11,14,2 Thessalonians,3,11
4846,Romans 2:29,6,Romans,2,29
7414,1 John 2:9,23,1 John,2,9
5201,Romans 16:10,6,Romans,16,10
6847,Hebrews 2:15,19,Hebrews,2,15
7504,2 John 1:4,24,2 John,1,4
6465,1 Thessalonians 4:7,13,1 Thessalonians,4,7
6250,Philippians 2:4,11,Philippians,2,4
2894,Luke 24:47,3,Luke,24,47
6771,Titus 2:8,17,Titus,2,8
6320,Philippians 4:23,11,Philippians,4,23
2962,John 2:12,4,John,2,12
6744,2 Timothy 4:19,16,2 Timothy,4,19
7527,3 John 1:14,25,3 John,1,14
6455,1 Thessalonians 3:10,13,1 Thessalonians,3,10
7805,Revelation 15:3,27,Revelation,15,3
5284,1 Corinthians 3:19,7,1 Corinthians,3,19
6084,Ephesians 1:23,10,Ephesians,1,23
4881,Romans 4:4,6,Romans,4,4
7179,James 3:5,20,James,3,5
1357,Mark 8:1,2,Mark,8,1
4687,Acts 26:9,5,Acts,26,9
4540,Acts 21:21,5,Acts,21,21
4884,Romans 4:7,6,Romans,4,7
6689,2 Timothy 2:7,16,2 Timothy,2,7
1536,Mark 12:7,2,Mark,12,7
7512,2 John 1:12,24,2 John,1,12
7328,1 Peter 5:8,21,1 Peter,5,8
1739,Mark 16:10,2,Mark,16,10
6285,Philippians 3:9,11,Philippians,3,9
6528,2 Thessalonians 2:12,14,2 Thessalonians,2,12
2533,Luke 17:26,3,Luke,17,26
4793,Romans 1:8,6,Romans,1,8
7295,1 Peter 3:16,21,1 Peter,3,16
6812,Philemon 1:19,18,Philemon,1,19
6824,Hebrews 1:6,19,Hebrews,1,6
6519,2 Thessalonians 2:3,14,2 Thessalonians,2,3
6549,2 Thessalonians 3:16,14,2 Thessalonians,3,16
6730,2 Timothy 4:5,16,2 Timothy,4,5
4615,Acts 23:26,5,Acts,23,26
7138,James 1:17,20,James,1,17
6234,Philippians 1:18,11,Philippians,1,18
7474,1 John 4:16,23,1 John,4,16
7313,1 Peter 4:12,21,1 Peter,4,12
2376,Luke 13:2,3,Luke,13,2
5953,Galatians 2:17,9,Galatians,2,17
4549,Acts 21:30,5,Acts,21,30
7209,James 4:17,20,James,4,17
6933,Hebrews 7:14,19,Hebrews,7,14
6793,Titus 3:15,17,Titus,3,15
6702,2 Timothy 2:20,16,2 Timothy,2,20
5033,Romans 9:23,6,Romans,9,23
6382,Colossians 3:10,12,Colossians,3,10
6642,1 Timothy 5:24,15,1 Timothy,5,24
1117,Mark 2:1,2,Mark,2,1
6444,1 Thessalonians 2:19,13,1 Thessalonians,2,19
2043,Luke 6:41,3,Luke,6,41
5197,Romans 16:6,6,Romans,16,6
7774,Revelation 13:10,27,Revelation,13,10
7205,James 4:13,20,James,4,13
6742,2 Timothy 4:17,16,2 Timothy,4,17
7512,2 John 1:12,24,2 John,1,12
6966,Hebrews 9:6,19,Hebrews,9,6
6800,Philemon 1:7,18,Philemon,1,7
6331,Colossians 1:11,12,Colossians,1,11
6815,Philemon 1:22,18,Philemon,1,22
7264,1 Peter 2:10,21,1 Peter,2,10
4300,Acts 15:3,5,Acts,15,3
1121,Mark 2:5,2,Mark,2,5
1060,Matthew 28:9,1,Matthew,28,9
4843,Romans 2:26,6,Romans,2,26
7736,Revelation 11:8,27,Revelation,11,8
6713,2 Timothy 3:5,16,2 Timothy,3,5
7502,2 John 1:2,24,2 John,1,2
528,Matthew 15:39,1,Matthew,15,39
3936,Acts 5:22,5,Acts,5,22
6575,1 Timothy 2:4,15,1 Timothy,2,4
7520,3 John 1:7,25,3 John,1,7
6399,Colossians 4:2,12,Colossians,4,2
5200,Romans 16:9,6,Romans,16,9
5175,Romans 15:17,6,Romans,15,17
5215,Romans 16:24,6,Romans,16,24
2644,Luke 20:9,3,Luke,20,9
6345,Colossians 1:25,12,Colossians,1,25
7543,Jude 1:15,26,Jude,1,15
6035,Galatians 5:18,9,Galatians,5,18
7109,Hebrews 13:13,19,Hebrews,13,13
7526,3 John 1:13,25,3 John,1,13
5910,2 Corinthians 13:12,8,2 Corinthians,13,12
2404,Luke 13:30,3,Luke,13,30
5985,Galatians 3:28,9,Galatians,3,28
3225,John 7:42,4,John,7,42
6061,Galatians 6:18,9,Galatians,6,18
7553,Jude 1:25,26,Jude,1,25
4210,Acts 12:18,5,Acts,12,18
5664,2 Corinthians 1:9,8,2 Corinthians,1,9
7534,Jude 1:6,26,Jude,1,6
3924,Acts 5:10,5,Acts,5,10
6402,Colossians 4:5,12,Colossians,4,5
5358,1 Corinthians 7:16,7,1 Corinthians,7,16
6786,Titus 3:8,17,Titus,3,8
6670,2 Timothy 1:6,16,2 Timothy,1,6
7515,3 John 1:2,25,3 John,1,2
1191,Mark 4:12,2,Mark,4,12
6822,Hebrews 1:4,19,Hebrews,1,4
6800,Philemon 1:7,18,Philemon,1,7
7583,Revelation 2:10,27,Revelation,2,10
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5
6759,Titus 1:12,17,Titus,1,12
6092,Ephesians 2:8,10,Ephesians,2,8
6368,Colossians 2:19,12,Colossians,2,19
1076,Mark 1:5,2,Mark,1,5
7279,1 Peter 2:25,21,1 Peter,2,25
1140,Mark 2:24,2,Mark,2,24
6704,2 Timothy 2:22,16,2 Timothy,2,22
5906,2 Corinthians 13:8,8,2 Corinthians,13,8
5943,Galatians 2:7,9,Galatians,2,7
5632,1 Corinthians 16:1,7,1 Corinthians,16,1
5412,1 Corinthians 9:17,7,1 Corinthians,9,17
7345,2 Peter 1:11,22,2 Peter,1,11
1968,Luke 5:5,3,Luke,5,5
6091,Ephesians 2:7,10,Ephesians,2,7
7322,1 Peter 5:2,21,1 Peter,5,2
7502,2 John 1:2,24,2 John,1,2
3057,John 4:46,4,John,4,46
7142,James 1:21,20,James,1,21
7541,Jude 1:13,26,Jude,1,13
2140,Luke 8:39,3,Luke,8,39
1906,Luke 3:25,3,Luke,3,25
6799,Philemon 1:6,18,Philemon,1,6
7526,3 John 1:13,25,3 John,1,13
7500,1 John 5:21,23,1 John,5,21
6419,1 Thessalonians 1:4,13,1 Thessalonians,1,4
7287,1 Peter 3:8,21,1 Peter,3,8
5155,Romans 14:20,6,Romans,14,20
4044,Acts 8:13,5,Acts,8,13
7091,Hebrews 12:24,19,Hebrews,12,24
581,Matthew 17:25,1,Matthew,17,25
7298,1 Peter 3:19,21,1 Peter,3,19
5972,Galatians 3:15,9,Galatians,3,15
5118,Romans 12:18,6,Romans,12,18
6578,1 Timothy 2:7,15,1 Timothy,2,7
5306,1 Corinthians 4:18,7,1 Corinthians,4,18
1572,Mark 12:43,2,Mark,12,43
7392,2 Peter 3:15,22,2 Peter,3,15
6768,Titus 2:5,17,Titus,2,5
6533,2 Thessalonians 2:17,14,2 Thessalonians,2,17
6524,2 Thessalonians 2:8,14,2 Thessalonians,2,8
6475,1 Thessalonians 4:17,13,1 Thessalonians,4,17
6438,1 Thessalonians 2:13,13,1 Thessalonians,2,13
2997,John 3:22,4,John,3,22
5992,Galatians 4:6,9,Galatians,4,6
6026,Galatians 5:9,9,Galatians,5,9
7393,2 Peter 3:16,22,2 Peter,3,16
6642,1 Timothy 5:24,15,1 Timothy,5,24
6779,Titus 3:1,17,Titus,3,1
6093,Ephesians 2:9,10,Ephesians,2,9
7264,1 Peter 2:10,21,1 Peter,2,10
7527,3 John 1:14,25,3 John,1,14
7856,Revelation 18:7,27,Revelation,18,7
5188,Romans 15:30,6,Romans,15,30
6425,1 Thessalonians 1:10,13,1 Thessalonians,1,10
6140,Ephesians 4:13,10,Ephesians,4,13
7326,1 Peter 5:6,21,1 Peter,5,6
5989,Galatians 4:3,9,Galatians,4,3
6791,Titus 3:13,17,Titus,3,13
7171,James 2:23,20,James,2,23
7397,1 John 1:2,23,1 John,1,2
7259,1 Peter 2:5,21,1 Peter,2,5
7043,Hebrews 11:16,19,Hebrews,11,16
7226,James 5:17,20,James,5,17
7380,2 Peter 3:3,22,2 Peter,3,3
7228,James 5:19,20,James,5,19
2224,Luke 10:5,3,Luke,10,5
7403,1 John 1:8,23,1 John,1,8
6546,2 Thessalonians 3:13,14,2 Thessalonians,3,13
6321,Colossians 1:1,12,Colossians,1,1
2680,Luke 20:45,3,Luke,20,45
6003,Galatians 4:17,9,Galatians,4,17
6203,Ephesians 6:11,10,Ephesians,6,11
4316,Acts 15:19,5,Acts,15,19
5937,Galatians 2:1,9,Galatians,2,1
7523,3 John 1:10,25,3 John,1,10
7512,2 John 1:12,24,2 John,1,12
7530,Jude 1:2,26,Jude,1,2
6762,Titus 1:15,17,Titus,1,15
561,Matthew 17:5,1,Matthew,17,5
7276,1 Peter 2:22,21,1 Peter,2,22
6354,Colossians 2:5,12,Colossians,2,5
7510,2 John 1:10,24,2 John,1,10
7513,2 John 1:13,24,2 John,1,13
6717,2 Timothy 3:9,16,2 Timothy,3,9
7211,James 5:2,20,James,5,2
7203,James 4:11,20,James,4,11
6937,Hebrews 7:18,19,Hebrews,7,18
5446,1 Corinthians 10:24,7,1 Corinthians,10,24
5208,Romans 16:17,6,Romans,16,17
6510,2 Thessalonians 1:6,14,2 Thessalonians,1,6
6378,Colossians 3:6,12,Colossians,3,6
7470,1 John 4:12,23,1 John,4,12
6208,Ephesians 6:16,10,Ephesians,6,16
7512,2 John 1:12,24,2 John,1,12
6531,2 Thessalonians 2:15,14,2 Thessalonians,2,15
6802,Philemon 1:9,18,Philemon,1,9
7511,2 John 1:11,24,2 John,1,11
7514,3 John 1:1,25,3 John,1,1
5982,Galatians 3:25,9,Galatians,3,25
5975,Galatians 3:18,9,Galatians,3,18
6542,2 Thessalonians 3:9,14,2 Thessalonians,3,9
6543,2 Thessalonians 3:10,14,2 Thessalonians,3,10
3910,Acts 4:33,5,Acts,4,33
5935,Galatians 1:23,9,Galatians,1,23
734,Matthew 22:6,1,Matthew,22,6
7720,Revelation 10:3,27,Revelation,10,3
7509,2 John 1:9,24,2 John,1,9
7508,2 John 1:8,24,2 John,1,8
6502,1 Thessalonians 5:26,13,1 Thessalonians,5,26
7531,Jude 1:3,26,Jude,1,3
3760,John 21:7,4,John,21,7
6643,1 Timothy 5:25,15,1 Timothy,5,25
6525,2 Thessalonians 2:9,14,2 Thessalonians,2,9
5750,2 Corinthians 5:18,8,2 Corinthians,5,18
6797,Philemon 1:4,18,Philemon,1,4
7785,Revelation 14:3,27,Revelation,14,3
4598,Acts 23:9,5,Acts,23,9
7516,3 John 1:3,25,3 John,1,3
6538,2 Thessalonians 3:5,14,2 Thessalonians,3,5
7722,Revelation 10:5,27,Revelation,10,5
996,Matthew 27:11,1,Matthew,27,11
3380,John 11:2,4,John,11,2
4330,Acts 15:33,5,Acts,15,33
6740,2 Timothy 4:15,16,2 Timothy,4,15
7009,Hebrews 10:21,19,Hebrews,10,21
7506,2 John 1:6,24,2 John,1,6
7474,1 John 4:16,23,1 John,4,16
7639,Revelation 5:4,27,Revelation,5,4
7397,1 John 1:2,23,1 John,1,2
3189,John 7:6,4,John,7,6
7742,Revelation 11:14,27,Revelation,11,14
2328,Luke 12:13,3,Luke,12,13
61,Matthew 3:13,1,Matthew,3,13
7404,1 John 1:9,23,1 John,1,9
6791,Titus 3:13,17,Titus,3,13
7193,James 4:1,20,James,4,1
4682,Acts 26:4,5,Acts,26,4
7295,1 Peter 3:16,21,1 Peter,3,16
5736,2 Corinthians 5:4,8,2 Corinthians,5,4
5231,1 Corinthians 1:13,7,1 Corinthians,1,13
790,Matthew 23:16,1,Matthew,23,16
5064,Romans 10:21,6,Romans,10,21
5435,1 Corinthians 10:13,7,1 Corinthians,10,13
6565,1 Timothy 1:14,15,1 Timothy,1,14
6139,Ephesians 4:12,10,Ephesians,4,12
6693,2 Timothy 2:11,16,2 Timothy,2,11
7349,2 Peter 1:15,22,2 Peter,1,15
5230,1 Corinthians 1:12,7,1 Corinthians,1,12
6205,Ephesians 6:13,10,Ephesians,6,13
6309,Philippians 4:12,11,Philippians,4,12
6416,1 Thessalonians 1:1,13,1 Thessalonians,1,1
1804,Luke 1:55,3,Luke,1,55
