BF3_CumVerse,BF3_BCV,BF3_BookIndex,BF3_BookName,BF3_Chapter,BF3_Verse
541,Matthew 16:13,1,Matthew,16,13
7565,Revelation 1:12,27,Revelation,1,12
7448,1 John 3:14,23,1 John,3,14
4771,Acts 28:17,5,Acts,28,17
6799,Philemon 1:6,18,Philemon,1,6
2411,Luke 14:2,3,Luke,14,2
7832,Revelation 17:1,27,Revelation,17,1
6349,Colossians 1:29,12,Colossians,1,29
6327,Colossians 1:7,12,Colossians,1,7
1465,Mark 10:21,2,Mark,10,21
7219,James 5:10,20,James,5,10
2383,Luke 13:9,3,Luke,13,9
1144,Mark 2:28,2,Mark,2,28
2760,Luke 22:40,3,Luke,22,40
1445,Mark 10:1,2,Mark,10,1
7274,1 Peter 2:20,21,1 Peter,2,20
6523,2 Thessalonians 2:7,14,2 Thessalonians,2,7
6807,Philemon 1:14,18,Philemon,1,14
1405,Mark 9:11,2,Mark,9,11
6431,1 Thessalonians 2:6,13,1 Thessalonians,2,6
7510,2 John 1:10,24,2 John,1,10
3572,John 15:18,4,John,15,18
7508,2 John 1:8,24,2 John,1,8
4948,Romans 7:2,6,Romans,7,2
7317,1 Peter 4:16,21,1 Peter,4,16
5951,Galatians 2:15,9,Galatians,2,15
7178,James 3:4,20,James,3,4
6470,1 Thessalonians 4:12,13,1 Thessalonians,4,12
7408,1 John 2:3,23,1 John,2,3
6383,Colossians 3:11,12,Colossians,3,11
5889,2 Corinthians 12:12,8,2 Corinthians,12,12
6111,Ephesians 3:5,10,Ephesians,3,5
6202,Ephesians 6:10,10,Ephesians,6,10
7181,James 3:7,20,James,3,7
6194,Ephesians 6:2,10,Ephesians,6,2
2892,Luke 24:45,3,Luke,24,45
6149,Ephesians 4:22,10,Ephesians,4,22
6419,1 Thessalonians 1:4,13,1 Thessalonians,1,4
6958,Hebrews 8:11,19,Hebrews,8,11
6541,2 Thessalonians 3:8,14,2 Thessalonians,3,8
6140,Ephesians 4:13,10,Ephesians,4,13
7205,James 4:13,20,James,4,13
7271,1 Peter 2:17,21,1 Peter,2,17
7530,Jude 1:2,26,Jude,1,2
7396,1 John 1:1,23,1 John,1,1
6505,2 Thessalonians 1:1,14,2 Thessalonians,1,1
4949,Romans 7:3,6,Romans,7,3
1492,Mark 10:48,2,Mark,10,48
5907,2 Corinthians 13:9,8,2 Corinthians,13,9
6517,2 Thessalonians 2:1,14,2 Thessalonians,2,1
7506,2 John 1:6,24,2 John,1,6
7942,Revelation 22:6,27,Revelation,22,6
6796,Philemon 1:3,18,Philemon,1,3
109,Matthew 5:19,1,Matthew,5,19
5365,1 Corinthians 7:23,7,1 Corinthians,7,23
7305,1 Peter 4:4,21,1 Peter,4,4
6248,Philippians 2:2,11,Philippians,2,2
5950,Galatians 2:14,9,Galatians,2,14
2834,Luke 23:43,3,Luke,23,43
4136,Acts 10:22,5,Acts,10,22
1941,Luke 4:22,3,Luke,4,22
6507,2 Thessalonians 1:3,14,2 Thessalonians,1,3
6097,Ephesians 2:13,10,Ephesians,2,13
7403,1 John 1:8,23,1 John,1,8
7505,2 John 1:5,24,2 John,1,5
6590,1 Timothy 3:4,15,1 Timothy,3,4
5830,2 Corinthians 10:4,8,2 Corinthians,10,4
4362,Acts 16:24,5,Acts,16,24
6735,2 Timothy 4:10,16,2 Timothy,4,10
6117,Ephesians 3:11,10,Ephesians,3,11
6817,Philemon 1:24,18,Philemon,1,24
1023,Matthew 27:38,1,Matthew,27,38
7649,Revelation 5:14,27,Revelation,5,14
7551,Jude 1:23,26,Jude,1,23
7104,Hebrews 13:8,19,Hebrews,13,8
4808,Romans 1:23,6,Romans,1,23
6805,Philemon 1:12,18,Philemon,1,12
7820,Revelation 16:10,27,Revelation,16,10
6803,Philemon 1:10,18,Philemon,1,10
7506,2 John 1:6,24,2 John,1,6
5849,2 Corinthians 11:5,8,2 Corinthians,11,5
6393,Colossians 3:21,12,Colossians,3,21
6559,1 Timothy 1:8,15,1 Timothy,1,8
5770,2 Corinthians 6:17,8,2 Corinthians,6,17
7550,Jude 1:22,26,Jude,1,22
6526,2 Thessalonians 2:10,14,2 Thessalonians,2,10
7328,1 Peter 5:8,21,1 Peter,5,8
7527,3 John 1:14,25,3 John,1,14
6388,Colossians 3:16,12,Colossians,3,16
6738,2 Timothy 4:13,16,2 Timothy,4,13
6801,Philemon 1:8,18,Philemon,1,8
568,Matthew 17:12,1,Matthew,17,12
7900,Revelation 20:6,27,Revelation,20,6
7364,2 Peter 2:9,22,2 Peter,2,9
7354,2 Peter 1:20,22,2 Peter,1,20
540,Matthew 16:12,1,Matthew,16,12
6067,Ephesians 1:6,10,Ephesians,1,6
7688,Revelation 8:5,27,Revelation,8,5
7293,1 Peter 3:14,21,1 Peter,3,14
7385,2 Peter 3:8,22,2 Peter,3,8
7541,Jude 1:13,26,Jude,1,13
6269,Philippians 2:23,11,Philippians,2,23
6302,Philippians 4:5,11,Philippians,4,5
7326,1 Peter 5:6,21,1 Peter,5,6
5553,1 Corinthians 14:20,7,1 Corinthians,14,20
6806,Philemon 1:13,18,Philemon,1,13
6230,Philippians 1:14,11,Philippians,1,14
2972,John 2:22,4,John,2,22
4674,Acts 25:23,5,Acts,25,23
7507,2 John 1:7,24,2 John,1,7
7481,1 John 5:2,23,1 John,5,2
6199,Ephesians 6:7,10,Ephesians,6,7
3028,John 4:17,4,John,4,17
7703,Revelation 9:7,27,Revelation,9,7
6302,Philippians 4:5,11,Philippians,4,5
7635,Revelation 4:11,27,Revelation,4,11
5422,1 Corinthians 9:27,7,1 Corinthians,9,27
7247,1 Peter 1:18,21,1 Peter,1,18
6455,1 Thessalonians 3:10,13,1 Thessalonians,3,10
2480,Luke 16:4,3,Luke,16,4
7196,James 4:4,20,James,4,4
6000,Galatians 4:14,9,Galatians,4,14
6762,Titus 1:15,17,Titus,1,15
6534,2 Thessalonians 3:1,14,2 Thessalonians,3,1
6525,2 Thessalonians 2:9,14,2 Thessalonians,2,9
7860,Revelation 18:11,27,Revelation,18,11
4217,Acts 12:25,5,Acts,12,25
6808,Philemon 1:15,18,Philemon,1,15
5725,2 Corinthians 4:11,8,2 Corinthians,4,11
6950,Hebrews 8:3,19,Hebrews,8,3
4898,Romans 4:21,6,Romans,4,21
7394,2 Peter 3:17,22,2 Peter,3,17
7546,Jude 1:18,26,Jude,1,18
6178,Ephesians 5:19,10,Ephesians,5,19
4281,Acts 14:12,5,Acts,14,12
7285,1 Peter 3:6,21,1 Peter,3,6
5310,1 Corinthians 5:1,7,1 Corinthians,5,1
7515,3 John 1:2,25,3 John,1,2
6046,Galatians 6:3,9,Galatians,6,3
6676,2 Timothy 1:12,16,2 Timothy,1,12
5858,2 Corinthians 11:14,8,2 Corinthians,11,14
1436,Mark 9:42,2,Mark,9,42
7244,1 Peter 1:15,21,1 Peter,1,15
7531,Jude 1:3,26,Jude,1,3
7344,2 Peter 1:10,22,2 Peter,1,10
5163,Romans 15:5,6,Romans,15,5
5978,Galatians 3:21,9,Galatians,3,21
6115,Ephesians 3:9,10,Ephesians,3,9
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5
7533,Jude 1:5,26,Jude,1,5
6422,1 Thessalonians 1:7,13,1 Thessalonians,1,7
897,Matthew 25:33,1,Matthew,25,33
7509,2 John 1:9,24,2 John,1,9
7180,James 3:6,20,James,3,6
6802,Philemon 1:9,18,Philemon,1,9
5933,Galatians 1:21,9,Galatians,1,21
4449,Acts 19:9,5,Acts,19,9
1455,Mark 10:11,2,Mark,10,11
7528,3 John 1:15,25,3 John,1,15
7521,3 John 1:8,25,3 John,1,8
5695,2 Corinthians 2:16,8,2 Corinthians,2,16
6380,Colossians 3:8,12,Colossians,3,8
1224,Mark 5:4,2,Mark,5,4
6254,Philippians 2:8,11,Philippians,2,8
2808,Luke 23:17,3,Luke,23,17
3127,John 6:15,4,John,6,15
76,Matthew 4:11,1,Matthew,4,11
5972,Galatians 3:15,9,Galatians,3,15
7349,2 Peter 1:15,22,2 Peter,1,15
3870,Acts 3:19,5,Acts,3,19
7316,1 Peter 4:15,21,1 Peter,4,15
6455,1 Thessalonians 3:10,13,1 Thessalonians,3,10
6543,2 Thessalonians 3:10,14,2 Thessalonians,3,10
5336,1 Corinthians 6:14,7,1 Corinthians,6,14
6047,Galatians 6:4,9,Galatians,6,4
2524,Luke 17:17,3,Luke,17,17
6633,1 Timothy 5:15,15,1 Timothy,5,15
7526,3 John 1:13,25,3 John,1,13
7652,Revelation 6:3,27,Revelation,6,3
7413,1 John 2:8,23,1 John,2,8
6050,Galatians 6:7,9,Galatians,6,7
1448,Mark 10:4,2,Mark,10,4
6612,1 Timothy 4:10,15,1 Timothy,4,10
6750,Titus 1:3,17,Titus,1,3
7395,2 Peter 3:18,22,2 Peter,3,18
2434,Luke 14:25,3,Luke,14,25
2385,Luke 13:11,3,Luke,13,11
7504,2 John 1:4,24,2 John,1,4
6577,1 Timothy 2:6,15,1 Timothy,2,6
6661,1 Timothy 6:18,15,1 Timothy,6,18
2949,John 1:50,4,John,1,50
7517,3 John 1:4,25,3 John,1,4
7192,James 3:18,20,James,3,18
3211,John 7:28,4,John,7,28
1599,Mark 13:26,2,Mark,13,26
7425,1 John 2:20,23,1 John,2,20
5944,Galatians 2:8,9,Galatians,2,8
2421,Luke 14:12,3,Luke,14,12
6787,Titus 3:9,17,Titus,3,9
5898,2 Corinthians 12:21,8,2 Corinthians,12,21
6562,1 Timothy 1:11,15,1 Timothy,1,11
7489,1 John 5:10,23,1 John,5,10
6132,Ephesians 4:5,10,Ephesians,4,5
5942,Galatians 2:6,9,Galatians,2,6
6639,1 Timothy 5:21,15,1 Timothy,5,21
3357,John 10:21,4,John,10,21
3228,John 7:45,4,John,7,45
3677,John 18:37,4,John,18,37
6243,Philippians 1:27,11,Philippians,1,27
6605,1 Timothy 4:3,15,1 Timothy,4,3
6770,Titus 2:7,17,Titus,2,7
6766,Titus 2:3,17,Titus,2,3
7373,2 Peter 2:18,22,2 Peter,2,18
4429,Acts 18:17,5,Acts,18,17
5403,1 Corinthians 9:8,7,1 Corinthians,9,8
1056,Matthew 28:5,1,Matthew,28,5
6604,1 Timothy 4:2,15,1 Timothy,4,2
7172,James 2:24,20,James,2,24
5321,1 Corinthians 5:12,7,1 Corinthians,5,12
1889,Luke 3:8,3,Luke,3,8
7139,James 1:18,20,James,1,18
7041,Hebrews 11:14,19,Hebrews,11,14
5148,Romans 14:13,6,Romans,14,13
7542,Jude 1:14,26,Jude,1,14
1513,Mark 11:17,2,Mark,11,17
7158,James 2:10,20,James,2,10
5902,2 Corinthians 13:4,8,2 Corinthians,13,4
7527,3 John 1:14,25,3 John,1,14
6309,Philippians 4:12,11,Philippians,4,12
6805,Philemon 1:12,18,Philemon,1,12
6414,Colossians 4:17,12,Colossians,4,17
7504,2 John 1:4,24,2 John,1,4
7214,James 5:5,20,James,5,5
7638,Revelation 5:3,27,Revelation,5,3
7507,2 John 1:7,24,2 John,1,7
6775,Titus 2:12,17,Titus,2,12
6721,2 Timothy 3:13,16,2 Timothy,3,13
6247,Philippians 2:1,11,Philippians,2,1
6336,Colossians 1:16,12,Colossians,1,16
6586,1 Timothy 2:15,15,1 Timothy,2,15
7091,Hebrews 12:24,19,Hebrews,12,24
6508,2 Thessalonians 1:4,14,2 Thessalonians,1,4
7520,3 John 1:7,25,3 John,1,7
3676,John 18:36,4,John,18,36
1137,Mark 2:21,2,Mark,2,21
6056,Galatians 6:13,9,Galatians,6,13
6774,Titus 2:11,17,Titus,2,11
1563,Mark 12:34,2,Mark,12,34
5644,1 Corinthians 16:13,7,1 Corinthians,16,13
3157,John 6:45,4,John,6,45
2991,John 3:16,4,John,3,16
7536,Jude 1:8,26,Jude,1,8
7127,James 1:6,20,James,1,6
7222,James 5:13,20,James,5,13
7098,Hebrews 13:2,19,Hebrews,13,2
361,Matthew 12:16,1,Matthew,12,16
5055,Romans 10:12,6,Romans,10,12
6256,Philippians 2:10,11,Philippians,2,10
6672,2 Timothy 1:8,16,2 Timothy,1,8
6525,2 Thessalonians 2:9,14,2 Thessalonians,2,9
6791,Titus 3:13,17,Titus,3,13
6596,1 Timothy 3:10,15,1 Timothy,3,10
7524,3 John 1:11,25,3 John,1,11
5148,Romans 14:13,6,Romans,14,13
7399,1 John 1:4,23,1 John,1,4
7205,James 4:13,20,James,4,13
6427,1 Thessalonians 2:2,13,1 Thessalonians,2,2
1856,Luke 2:27,3,Luke,2,27
5250,1 Corinthians 2:1,7,1 Corinthians,2,1
7286,1 Peter 3:7,21,1 Peter,3,7
6045,Galatians 6:2,9,Galatians,6,2
6028,Galatians 5:11,9,Galatians,5,11
7301,1 Peter 3:22,21,1 Peter,3,22
6755,Titus 1:8,17,Titus,1,8
6798,Philemon 1:5,18,Philemon,1,5
5726,2 Corinthians 4:12,8,2 Corinthians,4,12
5800,2 Corinthians 8:13,8,2 Corinthians,8,13
6157,Ephesians 4:30,10,Ephesians,4,30
7565,Revelation 1:12,27,Revelation,1,12
6087,Ephesians 2:3,10,Ephesians,2,3
7548,Jude 1:20,26,Jude,1,20
5877,2 Corinthians 11:33,8,2 Corinthians,11,33
6055,Galatians 6:12,9,Galatians,6,12
317,Matthew 11:2,1,Matthew,11,2
6518,2 Thessalonians 2:2,14,2 Thessalonians,2,2
6809,Philemon 1:16,18,Philemon,1,16
6482,1 Thessalonians 5:6,13,1 Thessalonians,5,6
6567,1 Timothy 1:16,15,1 Timothy,1,16
7195,James 4:3,20,James,4,3
7184,James 3:10,20,James,3,10
6684,2 Timothy 2:2,16,2 Timothy,2,2
7521,3 John 1:8,25,3 John,1,8
6282,Philippians 3:6,11,Philippians,3,6
7296,1 Peter 3:17,21,1 Peter,3,17
6488,1 Thessalonians 5:12,13,1 Thessalonians,5,12
7520,3 John 1:7,25,3 John,1,7
6898,Hebrews 5:13,19,Hebrews,5,13
3764,John 21:11,4,John,21,11
6430,1 Thessalonians 2:5,13,1 Thessalonians,2,5
225,Matthew 8:24,1,Matthew,8,24
6798,Philemon 1:5,18,Philemon,1,5
4633,Acts 24:9,5,Acts,24,9
6877,Hebrews 4:8,19,Hebrews,4,8
3581,John 15:27,4,John,15,27
6543,2 Thessalonians 3:10,14,2 Thessalonians,3,10
6416,1 Thessalonians 1:1,13,1 Thessalonians,1,1
7523,3 John 1:10,25,3 John,1,10
7540,Jude 1:12,26,Jude,1,12
7506,2 John 1:6,24,2 John,1,6
6021,Galatians 5:4,9,Galatians,5,4
7085,Hebrews 12:18,19,Hebrews,12,18
7537,Jude 1:9,26,Jude,1,9
203,Matthew 8:2,1,Matthew,8,2
6816,Philemon 1:23,18,Philemon,1,23
6329,Colossians 1:9,12,Colossians,1,9
7920,Revelation 21:11,27,Revelation,21,11
6240,Philippians 1:24,11,Philippians,1,24
7719,Revelation 10:2,27,Revelation,10,2
6109,Ephesians 3:3,10,Ephesians,3,3
7336,2 Peter 1:2,22,2 Peter,1,2
5816,2 Corinthians 9:5,8,2 Corinthians,9,5
6111,Ephesians 3:5,10,Ephesians,3,5
7520,3 John 1:7,25,3 John,1,7
6496,1 Thessalonians 5:20,13,1 Thessalonians,5,20
7295,1 Peter 3:16,21,1 Peter,3,16
1258,Mark 5:38,2,Mark,5,38
6379,Colossians 3:7,12,Colossians,3,7
6522,2 Thessalonians 2:6,14,2 Thessalonians,2,6
7215,James 5:6,20,James,5,6
4606,Acts 23:17,5,Acts,23,17
7512,2 John 1:12,24,2 John,1,12
4287,Acts 14:18,5,Acts,14,18
6363,Colossians 2:14,12,Colossians,2,14
7535,Jude 1:7,26,Jude,1,7
7647,Revelation 5:12,27,Revelation,5,12
6746,2 Timothy 4:21,16,2 Timothy,4,21
7548,Jude 1:20,26,Jude,1,20
6761,Titus 1:14,17,Titus,1,14
7527,3 John 1:14,25,3 John,1,14
5147,Romans 14:12,6,Romans,14,12
6175,Ephesians 5:16,10,Ephesians,5,16
7399,1 John 1:4,23,1 John,1,4
6058,Galatians 6:15,9,Galatians,6,15
6218,Philippians 1:2,11,Philippians,1,2
5782,2 Corinthians 7:11,8,2 Corinthians,7,11
1721,Mark 15:39,2,Mark,15,39
5003,Romans 8:32,6,Romans,8,32
6468,1 Thessalonians 4:10,13,1 Thessalonians,4,10
6779,Titus 3:1,17,Titus,3,1
6378,Colossians 3:6,12,Colossians,3,6
3389,John 11:11,4,John,11,11
6873,Hebrews 4:4,19,Hebrews,4,4
7334,1 Peter 5:14,21,1 Peter,5,14
2083,Luke 7:32,3,Luke,7,32
6625,1 Timothy 5:7,15,1 Timothy,5,7
6938,Hebrews 7:19,19,Hebrews,7,19
6298,Philippians 4:1,11,Philippians,4,1
6777,Titus 2:14,17,Titus,2,14
558,Matthew 17:2,1,Matthew,17,2
7147,James 1:26,20,James,1,26
6223,Philippians 1:7,11,Philippians,1,7
4943,Romans 6:20,6,Romans,6,20
4512,Acts 20:31,5,Acts,20,31
5808,2 Corinthians 8:21,8,2 Corinthians,8,21
469,Matthew 14:16,1,Matthew,14,16
7513,2 John 1:13,24,2 John,1,13
4210,Acts 12:18,5,Acts,12,18
2246,Luke 10:27,3,Luke,10,27
6248,Philippians 2:2,11,Philippians,2,2
7388,2 Peter 3:11,22,2 Peter,3,11
6317,Philippians 4:20,11,Philippians,4,20
2240,Luke 10:21,3,Luke,10,21
6504,1 Thessalonians 5:28,13,1 Thessalonians,5,28
2652,Luke 20:17,3,Luke,20,17
6350,Colossians 2:1,12,Colossians,2,1
1605,Mark 13:32,2,Mark,13,32
6474,1 Thessalonians 4:16,13,1 Thessalonians,4,16
6653,1 Timothy 6:10,15,1 Timothy,6,10
6277,Philippians 3:1,11,Philippians,3,1
7396,1 John 1:1,23,1 John,1,1
7115,Hebrews 13:19,19,Hebrews,13,19
1165,Mark 3:21,2,Mark,3,21
7919,Revelation 21:10,27,Revelation,21,10
1731,Mark 16:2,2,Mark,16,2
5996,Galatians 4:10,9,Galatians,4,10
7322,1 Peter 5:2,21,1 Peter,5,2
6425,1 Thessalonians 1:10,13,1 Thessalonians,1,10
7935,Revelation 21:26,27,Revelation,21,26
5951,Galatians 2:15,9,Galatians,2,15
7536,Jude 1:8,26,Jude,1,8
7246,1 Peter 1:17,21,1 Peter,1,17
6776,Titus 2:13,17,Titus,2,13
7135,James 1:14,20,James,1,14
6515,2 Thessalonians 1:11,14,2 Thessalonians,1,11
7156,James 2:8,20,James,2,8
6784,Titus 3:6,17,Titus,3,6
6492,1 Thessalonians 5:16,13,1 Thessalonians,5,16
6776,Titus 2:13,17,Titus,2,13
7275,1 Peter 2:21,21,1 Peter,2,21
7521,3 John 1:8,25,3 John,1,8
6923,Hebrews 7:4,19,Hebrews,7,4
5771,2 Corinthians 6:18,8,2 Corinthians,6,18
6307,Philippians 4:10,11,Philippians,4,10
7524,3 John 1:11,25,3 John,1,11
1967,Luke 5:4,3,Luke,5,4
7630,Revelation 4:6,27,Revelation,4,6
4954,Romans 7:8,6,Romans,7,8
7258,1 Peter 2:4,21,1 Peter,2,4
6785,Titus 3:7,17,Titus,3,7
6552,1 Timothy 1:1,15,1 Timothy,1,1
7415,1 John 2:10,23,1 John,2,10
7503,2 John 1:3,24,2 John,1,3
372,Matthew 12:27,1,Matthew,12,27
6731,2 Timothy 4:6,16,2 Timothy,4,6
2353,Luke 12:38,3,Luke,12,38
7511,2 John 1:11,24,2 John,1,11
6634,1 Timothy 5:16,15,1 Timothy,5,16
6716,2 Timothy 3:8,16,2 Timothy,3,8
7513,2 John 1:13,24,2 John,1,13
6416,1 Thessalonians 1:1,13,1 Thessalonians,1,1
7339,2 Peter 1:5,22,2 Peter,1,5
7548,Jude 1:20,26,Jude,1,20
2352,Luke 12:37,3,Luke,12,37
7279,1 Peter 2:25,21,1 Peter,2,25
7106,Hebrews 13:10,19,Hebrews,13,10
5608,1 Corinthians 15:35,7,1 Corinthians,15,35
1773,Luke 1:24,3,Luke,1,24
6891,Hebrews 5:6,19,Hebrews,5,6
4878,Romans 4:1,6,Romans,4,1
7533,Jude 1:5,26,Jude,1,5
6524,2 Thessalonians 2:8,14,2 Thessalonians,2,8
5939,Galatians 2:3,9,Galatians,2,3
5849,2 Corinthians 11:5,8,2 Corinthians,11,5
7734,Revelation 11:6,27,Revelation,11,6
7411,1 John 2:6,23,1 John,2,6
6533,2 Thessalonians 2:17,14,2 Thessalonians,2,17
5316,1 Corinthians 5:7,7,1 Corinthians,5,7
6559,1 Timothy 1:8,15,1 Timothy,1,8
7194,James 4:2,20,James,4,2
6750,Titus 1:3,17,Titus,1,3
6099,Ephesians 2:15,10,Ephesians,2,15
5261,1 Corinthians 2:12,7,1 Corinthians,2,12
6730,2 Timothy 4:5,16,2 Timothy,4,5
7196,James 4:4,20,James,4,4
4513,Acts 20:32,5,Acts,20,32
5258,1 Corinthians 2:9,7,1 Corinthians,2,9
4905,Romans 5:3,6,Romans,5,3
6307,Philippians 4:10,11,Philippians,4,10
6238,Philippians 1:22,11,Philippians,1,22
7368,2 Peter 2:13,22,2 Peter,2,13
4961,Romans 7:15,6,Romans,7,15
7402,1 John 1:7,23,1 John,1,7
6914,Hebrews 6:15,19,Hebrews,6,15
5972,Galatians 3:15,9,Galatians,3,15
7397,1 John 1:2,23,1 John,1,2
3848,Acts 2:44,5,Acts,2,44
7526,3 John 1:13,25,3 John,1,13
7512,2 John 1:12,24,2 John,1,12
7546,Jude 1:18,26,Jude,1,18
4882,Romans 4:5,6,Romans,4,5
1737,Mark 16:8,2,Mark,16,8
35,Matthew 2:10,1,Matthew,2,10
5460,1 Corinthians 11:5,7,1 Corinthians,11,5
7273,1 Peter 2:19,21,1 Peter,2,19
4380,Acts 17:2,5,Acts,17,2
355,Matthew 12:10,1,Matthew,12,10
6213,Ephesians 6:21,10,Ephesians,6,21
7385,2 Peter 3:8,22,2 Peter,3,8
6716,2 Timothy 3:8,16,2 Timothy,3,8
1405,Mark 9:11,2,Mark,9,11
6317,Philippians 4:20,11,Philippians,4,20
6251,Philippians 2:5,11,Philippians,2,5
6838,Hebrews 2:6,19,Hebrews,2,6
7357,2 Peter 2:2,22,2 Peter,2,2
6211,Ephesians 6:19,10,Ephesians,6,19
6712,2 Timothy 3:4,16,2 Timothy,3,4
6419,1 Thessalonians 1:4,13,1 Thessalonians,1,4
2360,Luke 12:45,3,Luke,12,45
6683,2 Timothy 2:1,16,2 Timothy,2,1
6541,2 Thessalonians 3:8,14,2 Thessalonians,3,8
7533,Jude 1:5,26,Jude,1,5
6045,Galatians 6:2,9,Galatians,6,2
6767,Titus 2:4,17,Titus,2,4
6299,Philippians 4:2,11,Philippians,4,2
6545,2 Thessalonians 3:12,14,2 Thessalonians,3,12
4908,Romans 5:6,6,Romans,5,6
7799,Revelation 14:17,27,Revelation,14,17
6277,Philippians 3:1,11,Philippians,3,1
5814,2 Corinthians 9:3,8,2 Corinthians,9,3
4096,Acts 9:25,5,Acts,9,25
6538,2 Thessalonians 3:5,14,2 Thessalonians,3,5
7356,2 Peter 2:1,22,2 Peter,2,1
6360,Colossians 2:11,12,Colossians,2,11
4050,Acts 8:19,5,Acts,8,19
6403,Colossians 4:6,12,Colossians,4,6
6427,1 Thessalonians 2:2,13,1 Thessalonians,2,2
797,Matthew 23:23,1,Matthew,23,23
7240,1 Peter 1:11,21,1 Peter,1,11
6324,Colossians 1:4,12,Colossians,1,4
6418,1 Thessalonians 1:3,13,1 Thessalonians,1,3
3593,John 16:12,4,John,16,12
7137,James 1:16,20,James,1,16
7492,1 John 5:13,23,1 John,5,13
6626,1 Timothy 5:8,15,1 Timothy,5,8
6422,1 Thessalonians 1:7,13,1 Thessalonians,1,7
6719,2 Timothy 3:11,16,2 Timothy,3,11
4806,Romans 1:21,6,Romans,1,21
2493,Luke 16:17,3,Luke,16,17
4686,Acts 26:8,5,Acts,26,8
7265,1 Peter 2:11,21,1 Peter,2,11
7141,James 1:20,20,James,1,20
5988,Galatians 4:2,9,Galatians,4,2
7528,3 John 1:15,25,3 John,1,15
6114,Ephesians 3:8,10,Ephesians,3,8
6094,Ephesians 2:10,10,Ephesians,2,10
7490,1 John 5:11,23,1 John,5,11
6062,Ephesians 1:1,10,Ephesians,1,1
3375,John 10:39,4,John,10,39
1645,Mark 14:35,2,Mark,14,35
7414,1 John 2:9,23,1 John,2,9
7231,1 Peter 1:2,21,1 Peter,1,2
6532,2 Thessalonians 2:16,14,2 Thessalonians,2,16
6791,Titus 3:13,17,Titus,3,13
6029,Galatians 5:12,9,Galatians,5,12
7741,Revelation 11:13,27,Revelation,11,13
7204,James 4:12,20,James,4,12
6336,Colossians 1:16,12,Colossians,1,16
5161,Romans 15:3,6,Romans,15,3
7515,3 John 1:2,25,3 John,1,2
7521,3 John 1:8,25,3 John,1,8
6415,Colossians 4:18,12,Colossians,4,18
6771,Titus 2:8,17,Titus,2,8
6243,Philippians 1:27,11,Philippians,1,27
4958,Romans 7:12,6,Romans,7,12
5969,Galatians 3:12,9,Galatians,3,12
7502,2 John 1:2,24,2 John,1,2
7526,3 John 1:13,25,3 John,1,13
5982,Galatians 3:25,9,Galatians,3,25
7187,James 3:13,20,James,3,13
6546,2 Thessalonians 3:13,14,2 Thessalonians,3,13
7301,1 Peter 3:22,21,1 Peter,3,22
622,Matthew 19:4,1,Matthew,19,4
3352,John 10:16,4,John,10,16
6199,Ephesians 6:7,10,Ephesians,6,7
7413,1 John 2:8,23,1 John,2,8
7551,Jude 1:23,26,Jude,1,23
7388,2 Peter 3:11,22,2 Peter,3,11
6539,2 Thessalonians 3:6,14,2 Thessalonians,3,6
6817,Philemon 1:24,18,Philemon,1,24
5784,2 Corinthians 7:13,8,2 Corinthians,7,13
7536,Jude 1:8,26,Jude,1,8
5988,Galatians 4:2,9,Galatians,4,2
87,Matthew 4:22,1,Matthew,4,22
6265,Philippians 2:19,11,Philippians,2,19
5272,1 Corinthians 3:7,7,1 Corinthians,3,7
7323,1 Peter 5:3,21,1 Peter,5,3
7520,3 John 1:7,25,3 John,1,7
6808,Philemon 1:15,18,Philemon,1,15
380,Matthew 12:35,1,Matthew,12,35
435,Matthew 13:40,1,Matthew,13,40
3247,John 8:11,4,John,8,11
5529,1 Corinthians 13:9,7,1 Corinthians,13,9
7349,2 Peter 1:15,22,2 Peter,1,15
2169,Luke 9:12,3,Luke,9,12
7508,2 John 1:8,24,2 John,1,8
1344,Mark 7:25,2,Mark,7,25
5670,2 Corinthians 1:15,8,2 Corinthians,1,15
7790,Revelation 14:8,27,Revelation,14,8
6808,Philemon 1:15,18,Philemon,1,15
6433,1 Thessalonians 2:8,13,1 Thessalonians,2,8
6320,Philippians 4:23,11,Philippians,4,23
6122,Ephesians 3:16,10,Ephesians,3,16
1480,Mark 10:36,2,Mark,10,36
7504,2 John 1:4,24,2 John,1,4
6391,Colossians 3:19,12,Colossians,3,19
3339,John 10:3,4,John,10,3
7610,Revelation 3:8,27,Revelation,3,8
5939,Galatians 2:3,9,Galatians,2,3
1044,Matthew 27:59,1,Matthew,27,59
3897,Acts 4:20,5,Acts,4,20
6421,1 Thessalonians 1:6,13,1 Thessalonians,1,6
4181,Acts 11:19,5,Acts,11,19
6802,Philemon 1:9,18,Philemon,1,9
6698,2 Timothy 2:16,16,2 Timothy,2,16
7545,Jude 1:17,26,Jude,1,17
6412,Colossians 4:15,12,Colossians,4,15
6878,Hebrews 4:9,19,Hebrews,4,9
2062,Luke 7:11,3,Luke,7,11
6302,Philippians 4:5,11,Philippians,4,5
7542,Jude 1:14,26,Jude,1,14
7511,2 John 1:11,24,2 John,1,11
7858,Revelation 18:9,27,Revelation,18,9
7514,3 John 1:1,25,3 John,1,1
6468,1 Thessalonians 4:10,13,1 Thessalonians,4,10
4906,Romans 5:4,6,Romans,5,4
6415,Colossians 4:18,12,Colossians,4,18
