VF2_CumVerse,VF2_BCV,VF2_BookIndex,VF2_BookName,VF2_Chapter,VF2_Verse
2803,Luke 23:12,3,Luke,23,12
7094,Hebrews 12:27,19,Hebrews,12,27
2088,Luke 7:37,3,Luke,7,37
3923,Acts 5:9,5,Acts,5,9
2928,John 1:29,4,John,1,29
2611,Luke 19:24,3,Luke,19,24
72,Matthew 4:7,1,Matthew,4,7
5066,Romans 11:2,6,Romans,11,2
2971,John 2:21,4,John,2,21
1317,Mark 6:54,2,Mark,6,54
6591,1 Timothy 3:5,15,1 Timothy,3,5
2707,Luke 21:25,3,Luke,21,25
4263,Acts 13:46,5,Acts,13,46
6997,Hebrews 10:9,19,Hebrews,10,9
6963,Hebrews 9:3,19,Hebrews,9,3
4412,Acts 17:34,5,Acts,17,34
2432,Luke 14:23,3,Luke,14,23
6225,Philippians 1:9,11,Philippians,1,9
2894,Luke 24:47,3,Luke,24,47
417,Matthew 13:22,1,Matthew,13,22
1416,Mark 9:22,2,Mark,9,22
1280,Mark 6:17,2,Mark,6,17
5417,1 Corinthians 9:22,7,1 Corinthians,9,22
5014,Romans 9:4,6,Romans,9,4
3196,John 7:13,4,John,7,13
5813,2 Corinthians 9:2,8,2 Corinthians,9,2
6275,Philippians 2:29,11,Philippians,2,29
5854,2 Corinthians 11:10,8,2 Corinthians,11,10
3315,John 9:20,4,John,9,20
4097,Acts 9:26,5,Acts,9,26
4016,Acts 7:45,5,Acts,7,45
4700,Acts 26:22,5,Acts,26,22
4881,Romans 4:4,6,Romans,4,4
2286,Luke 11:25,3,Luke,11,25
3958,Acts 6:2,5,Acts,6,2
3475,John 12:40,4,John,12,40
6287,Philippians 3:11,11,Philippians,3,11
6503,1 Thessalonians 5:27,13,1 Thessalonians,5,27
6909,Hebrews 6:10,19,Hebrews,6,10
7141,James 1:20,20,James,1,20
6420,1 Thessalonians 1:5,13,1 Thessalonians,1,5
1530,Mark 12:1,2,Mark,12,1
7149,James 2:1,20,James,2,1
3622,John 17:8,4,John,17,8
1278,Mark 6:15,2,Mark,6,15
1532,Mark 12:3,2,Mark,12,3
7224,James 5:15,20,James,5,15
5031,Romans 9:21,6,Romans,9,21
6273,Philippians 2:27,11,Philippians,2,27
6128,Ephesians 4:1,10,Ephesians,4,1
1219,Mark 4:40,2,Mark,4,40
3459,John 12:24,4,John,12,24
424,Matthew 13:29,1,Matthew,13,29
2988,John 3:13,4,John,3,13
5598,1 Corinthians 15:25,7,1 Corinthians,15,25
2803,Luke 23:12,3,Luke,23,12
2726,Luke 22:6,3,Luke,22,6
2999,John 3:24,4,John,3,24
5430,1 Corinthians 10:8,7,1 Corinthians,10,8
1125,Mark 2:9,2,Mark,2,9
3397,John 11:19,4,John,11,19
896,Matthew 25:32,1,Matthew,25,32
4979,Romans 8:8,6,Romans,8,8
394,Matthew 12:49,1,Matthew,12,49
5986,Galatians 3:29,9,Galatians,3,29
5983,Galatians 3:26,9,Galatians,3,26
2117,Luke 8:16,3,Luke,8,16
2584,Luke 18:40,3,Luke,18,40
7154,James 2:6,20,James,2,6
7356,2 Peter 2:1,22,2 Peter,2,1
5485,1 Corinthians 11:30,7,1 Corinthians,11,30
1774,Luke 1:25,3,Luke,1,25
495,Matthew 15:6,1,Matthew,15,6
7415,1 John 2:10,23,1 John,2,10
7722,Revelation 10:5,27,Revelation,10,5
3825,Acts 2:21,5,Acts,2,21
1219,Mark 4:40,2,Mark,4,40
7447,1 John 3:13,23,1 John,3,13
5920,Galatians 1:8,9,Galatians,1,8
3358,John 10:22,4,John,10,22
5867,2 Corinthians 11:23,8,2 Corinthians,11,23
4443,Acts 19:3,5,Acts,19,3
7030,Hebrews 11:3,19,Hebrews,11,3
2939,John 1:40,4,John,1,40
5929,Galatians 1:17,9,Galatians,1,17
5200,Romans 16:9,6,Romans,16,9
1935,Luke 4:16,3,Luke,4,16
2159,Luke 9:2,3,Luke,9,2
6122,Ephesians 3:16,10,Ephesians,3,16
4667,Acts 25:16,5,Acts,25,16
7539,Jude 1:11,26,Jude,1,11
5373,1 Corinthians 7:31,7,1 Corinthians,7,31
1689,Mark 15:7,2,Mark,15,7
4735,Acts 27:25,5,Acts,27,25
726,Matthew 21:44,1,Matthew,21,44
3933,Acts 5:19,5,Acts,5,19
6336,Colossians 1:16,12,Colossians,1,16
5147,Romans 14:12,6,Romans,14,12
1804,Luke 1:55,3,Luke,1,55
5072,Romans 11:8,6,Romans,11,8
4074,Acts 9:3,5,Acts,9,3
418,Matthew 13:23,1,Matthew,13,23
1024,Matthew 27:39,1,Matthew,27,39
1094,Mark 1:23,2,Mark,1,23
1879,Luke 2:50,3,Luke,2,50
3749,John 20:27,4,John,20,27
6926,Hebrews 7:7,19,Hebrews,7,7
3989,Acts 7:18,5,Acts,7,18
853,Matthew 24:40,1,Matthew,24,40
3682,John 19:2,4,John,19,2
388,Matthew 12:43,1,Matthew,12,43
2016,Luke 6:14,3,Luke,6,14
6149,Ephesians 4:22,10,Ephesians,4,22
3433,John 11:55,4,John,11,55
7098,Hebrews 13:2,19,Hebrews,13,2
600,Matthew 18:17,1,Matthew,18,17
1007,Matthew 27:22,1,Matthew,27,22
5087,Romans 11:23,6,Romans,11,23
7580,Revelation 2:7,27,Revelation,2,7
7424,1 John 2:19,23,1 John,2,19
1634,Mark 14:24,2,Mark,14,24
7116,Hebrews 13:20,19,Hebrews,13,20
3884,Acts 4:7,5,Acts,4,7
5823,2 Corinthians 9:12,8,2 Corinthians,9,12
2324,Luke 12:9,3,Luke,12,9
1766,Luke 1:17,3,Luke,1,17
2805,Luke 23:14,3,Luke,23,14
5219,1 Corinthians 1:1,7,1 Corinthians,1,1
468,Matthew 14:15,1,Matthew,14,15
1295,Mark 6:32,2,Mark,6,32
1063,Matthew 28:12,1,Matthew,28,12
2092,Luke 7:41,3,Luke,7,41
4567,Acts 22:8,5,Acts,22,8
3168,John 6:56,4,John,6,56
4401,Acts 17:23,5,Acts,17,23
2278,Luke 11:17,3,Luke,11,17
1174,Mark 3:30,2,Mark,3,30
4497,Acts 20:16,5,Acts,20,16
7631,Revelation 4:7,27,Revelation,4,7
6674,2 Timothy 1:10,16,2 Timothy,1,10
6371,Colossians 2:22,12,Colossians,2,22
1056,Matthew 28:5,1,Matthew,28,5
6843,Hebrews 2:11,19,Hebrews,2,11
2373,Luke 12:58,3,Luke,12,58
3778,John 21:25,4,John,21,25
6655,1 Timothy 6:12,15,1 Timothy,6,12
4314,Acts 15:17,5,Acts,15,17
785,Matthew 23:11,1,Matthew,23,11
1801,Luke 1:52,3,Luke,1,52
7710,Revelation 9:14,27,Revelation,9,14
5346,1 Corinthians 7:4,7,1 Corinthians,7,4
3901,Acts 4:24,5,Acts,4,24
2653,Luke 20:18,3,Luke,20,18
4556,Acts 21:37,5,Acts,21,37
3363,John 10:27,4,John,10,27
2403,Luke 13:29,3,Luke,13,29
6194,Ephesians 6:2,10,Ephesians,6,2
7750,Revelation 12:3,27,Revelation,12,3
5346,1 Corinthians 7:4,7,1 Corinthians,7,4
1520,Mark 11:24,2,Mark,11,24
1470,Mark 10:26,2,Mark,10,26
7283,1 Peter 3:4,21,1 Peter,3,4
7719,Revelation 10:2,27,Revelation,10,2
5104,Romans 12:4,6,Romans,12,4
741,Matthew 22:13,1,Matthew,22,13
7400,1 John 1:5,23,1 John,1,5
602,Matthew 18:19,1,Matthew,18,19
2816,Luke 23:25,3,Luke,23,25
4318,Acts 15:21,5,Acts,15,21
1279,Mark 6:16,2,Mark,6,16
5649,1 Corinthians 16:18,7,1 Corinthians,16,18
5008,Romans 8:37,6,Romans,8,37
1354,Mark 7:35,2,Mark,7,35
2022,Luke 6:20,3,Luke,6,20
3031,John 4:20,4,John,4,20
3130,John 6:18,4,John,6,18
1161,Mark 3:17,2,Mark,3,17
475,Matthew 14:22,1,Matthew,14,22
1411,Mark 9:17,2,Mark,9,17
3930,Acts 5:16,5,Acts,5,16
6864,Hebrews 3:14,19,Hebrews,3,14
7474,1 John 4:16,23,1 John,4,16
6122,Ephesians 3:16,10,Ephesians,3,16
4565,Acts 22:6,5,Acts,22,6
665,Matthew 20:17,1,Matthew,20,17
6755,Titus 1:8,17,Titus,1,8
3176,John 6:64,4,John,6,64
6297,Philippians 3:21,11,Philippians,3,21
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5
1478,Mark 10:34,2,Mark,10,34
104,Matthew 5:14,1,Matthew,5,14
5831,2 Corinthians 10:5,8,2 Corinthians,10,5
2092,Luke 7:41,3,Luke,7,41
7731,Revelation 11:3,27,Revelation,11,3
6375,Colossians 3:3,12,Colossians,3,3
4979,Romans 8:8,6,Romans,8,8
3442,John 12:7,4,John,12,7
6294,Philippians 3:18,11,Philippians,3,18
7185,James 3:11,20,James,3,11
2234,Luke 10:15,3,Luke,10,15
5005,Romans 8:34,6,Romans,8,34
5085,Romans 11:21,6,Romans,11,21
3920,Acts 5:6,5,Acts,5,6
6301,Philippians 4:4,11,Philippians,4,4
5777,2 Corinthians 7:6,8,2 Corinthians,7,6
6785,Titus 3:7,17,Titus,3,7
5168,Romans 15:10,6,Romans,15,10
3105,John 5:40,4,John,5,40
1053,Matthew 28:2,1,Matthew,28,2
6378,Colossians 3:6,12,Colossians,3,6
5205,Romans 16:14,6,Romans,16,14
7852,Revelation 18:3,27,Revelation,18,3
6739,2 Timothy 4:14,16,2 Timothy,4,14
5125,Romans 13:4,6,Romans,13,4
1729,Mark 15:47,2,Mark,15,47
4498,Acts 20:17,5,Acts,20,17
6414,Colossians 4:17,12,Colossians,4,17
1287,Mark 6:24,2,Mark,6,24
4668,Acts 25:17,5,Acts,25,17
6579,1 Timothy 2:8,15,1 Timothy,2,8
450,Matthew 13:55,1,Matthew,13,55
2026,Luke 6:24,3,Luke,6,24
3844,Acts 2:40,5,Acts,2,40
5647,1 Corinthians 16:16,7,1 Corinthians,16,16
95,Matthew 5:5,1,Matthew,5,5
7437,1 John 3:3,23,1 John,3,3
1407,Mark 9:13,2,Mark,9,13
3704,John 19:24,4,John,19,24
4471,Acts 19:31,5,Acts,19,31
5504,1 Corinthians 12:15,7,1 Corinthians,12,15
2998,John 3:23,4,John,3,23
4717,Acts 27:7,5,Acts,27,7
2835,Luke 23:44,3,Luke,23,44
6410,Colossians 4:13,12,Colossians,4,13
7559,Revelation 1:6,27,Revelation,1,6
513,Matthew 15:24,1,Matthew,15,24
305,Matthew 10:32,1,Matthew,10,32
7752,Revelation 12:5,27,Revelation,12,5
2568,Luke 18:24,3,Luke,18,24
1517,Mark 11:21,2,Mark,11,21
1426,Mark 9:32,2,Mark,9,32
6034,Galatians 5:17,9,Galatians,5,17
195,Matthew 7:23,1,Matthew,7,23
1963,Luke 4:44,3,Luke,4,44
2585,Luke 18:41,3,Luke,18,41
1634,Mark 14:24,2,Mark,14,24
1481,Mark 10:37,2,Mark,10,37
1733,Mark 16:4,2,Mark,16,4
4803,Romans 1:18,6,Romans,1,18
6053,Galatians 6:10,9,Galatians,6,10
7450,1 John 3:16,23,1 John,3,16
7332,1 Peter 5:12,21,1 Peter,5,12
780,Matthew 23:6,1,Matthew,23,6
540,Matthew 16:12,1,Matthew,16,12
4701,Acts 26:23,5,Acts,26,23
4289,Acts 14:20,5,Acts,14,20
2770,Luke 22:50,3,Luke,22,50
505,Matthew 15:16,1,Matthew,15,16
2631,Luke 19:44,3,Luke,19,44
6516,2 Thessalonians 1:12,14,2 Thessalonians,1,12
2403,Luke 13:29,3,Luke,13,29
6867,Hebrews 3:17,19,Hebrews,3,17
4409,Acts 17:31,5,Acts,17,31
549,Matthew 16:21,1,Matthew,16,21
6257,Philippians 2:11,11,Philippians,2,11
6656,1 Timothy 6:13,15,1 Timothy,6,13
3340,John 10:4,4,John,10,4
950,Matthew 26:40,1,Matthew,26,40
5840,2 Corinthians 10:14,8,2 Corinthians,10,14
4226,Acts 13:9,5,Acts,13,9
2873,Luke 24:26,3,Luke,24,26
1259,Mark 5:39,2,Mark,5,39
2377,Luke 13:3,3,Luke,13,3
2762,Luke 22:42,3,Luke,22,42
964,Matthew 26:54,1,Matthew,26,54
6341,Colossians 1:21,12,Colossians,1,21
158,Matthew 6:20,1,Matthew,6,20
7466,1 John 4:8,23,1 John,4,8
7455,1 John 3:21,23,1 John,3,21
5094,Romans 11:30,6,Romans,11,30
1605,Mark 13:32,2,Mark,13,32
3177,John 6:65,4,John,6,65
5792,2 Corinthians 8:5,8,2 Corinthians,8,5
2038,Luke 6:36,3,Luke,6,36
685,Matthew 21:3,1,Matthew,21,3
7457,1 John 3:23,23,1 John,3,23
4232,Acts 13:15,5,Acts,13,15
1486,Mark 10:42,2,Mark,10,42
4292,Acts 14:23,5,Acts,14,23
4243,Acts 13:26,5,Acts,13,26
5985,Galatians 3:28,9,Galatians,3,28
6598,1 Timothy 3:12,15,1 Timothy,3,12
2815,Luke 23:24,3,Luke,23,24
62,Matthew 3:14,1,Matthew,3,14
3717,John 19:37,4,John,19,37
2750,Luke 22:30,3,Luke,22,30
3454,John 12:19,4,John,12,19
3081,John 5:16,4,John,5,16
2367,Luke 12:52,3,Luke,12,52
1695,Mark 15:13,2,Mark,15,13
1358,Mark 8:2,2,Mark,8,2
5022,Romans 9:12,6,Romans,9,12
4082,Acts 9:11,5,Acts,9,11
3214,John 7:31,4,John,7,31
1647,Mark 14:37,2,Mark,14,37
1517,Mark 11:21,2,Mark,11,21
6062,Ephesians 1:1,10,Ephesians,1,1
7096,Hebrews 12:29,19,Hebrews,12,29
6733,2 Timothy 4:8,16,2 Timothy,4,8
5184,Romans 15:26,6,Romans,15,26
1815,Luke 1:66,3,Luke,1,66
7732,Revelation 11:4,27,Revelation,11,4
3504,John 13:19,4,John,13,19
7376,2 Peter 2:21,22,2 Peter,2,21
1491,Mark 10:47,2,Mark,10,47
6584,1 Timothy 2:13,15,1 Timothy,2,13
7237,1 Peter 1:8,21,1 Peter,1,8
2981,John 3:6,4,John,3,6
4606,Acts 23:17,5,Acts,23,17
4135,Acts 10:21,5,Acts,10,21
6892,Hebrews 5:7,19,Hebrews,5,7
2376,Luke 13:2,3,Luke,13,2
450,Matthew 13:55,1,Matthew,13,55
1661,Mark 14:51,2,Mark,14,51
2769,Luke 22:49,3,Luke,22,49
6212,Ephesians 6:20,10,Ephesians,6,20
5885,2 Corinthians 12:8,8,2 Corinthians,12,8
3798,Acts 1:20,5,Acts,1,20
5044,Romans 10:1,6,Romans,10,1
3545,John 14:22,4,John,14,22
1230,Mark 5:10,2,Mark,5,10
4618,Acts 23:29,5,Acts,23,29
2095,Luke 7:44,3,Luke,7,44
63,Matthew 3:15,1,Matthew,3,15
45,Matthew 2:20,1,Matthew,2,20
1596,Mark 13:23,2,Mark,13,23
683,Matthew 21:1,1,Matthew,21,1
4646,Acts 24:22,5,Acts,24,22
4653,Acts 25:2,5,Acts,25,2
6525,2 Thessalonians 2:9,14,2 Thessalonians,2,9
7851,Revelation 18:2,27,Revelation,18,2
286,Matthew 10:13,1,Matthew,10,13
968,Matthew 26:58,1,Matthew,26,58
5671,2 Corinthians 1:16,8,2 Corinthians,1,16
7878,Revelation 19:5,27,Revelation,19,5
2987,John 3:12,4,John,3,12
7514,3 John 1:1,25,3 John,1,1
7712,Revelation 9:16,27,Revelation,9,16
6489,1 Thessalonians 5:13,13,1 Thessalonians,5,13
1548,Mark 12:19,2,Mark,12,19
1609,Mark 13:36,2,Mark,13,36
6536,2 Thessalonians 3:3,14,2 Thessalonians,3,3
3080,John 5:15,4,John,5,15
6037,Galatians 5:20,9,Galatians,5,20
7102,Hebrews 13:6,19,Hebrews,13,6
4388,Acts 17:10,5,Acts,17,10
4802,Romans 1:17,6,Romans,1,17
7285,1 Peter 3:6,21,1 Peter,3,6
3062,John 4:51,4,John,4,51
3790,Acts 1:12,5,Acts,1,12
7272,1 Peter 2:18,21,1 Peter,2,18
5132,Romans 13:11,6,Romans,13,11
2425,Luke 14:16,3,Luke,14,16
5404,1 Corinthians 9:9,7,1 Corinthians,9,9
4995,Romans 8:24,6,Romans,8,24
2904,John 1:5,4,John,1,5
3763,John 21:10,4,John,21,10
29,Matthew 2:4,1,Matthew,2,4
1668,Mark 14:58,2,Mark,14,58
7531,Jude 1:3,26,Jude,1,3
5389,1 Corinthians 8:7,7,1 Corinthians,8,7
2054,Luke 7:3,3,Luke,7,3
3688,John 19:8,4,John,19,8
293,Matthew 10:20,1,Matthew,10,20
331,Matthew 11:16,1,Matthew,11,16
7647,Revelation 5:12,27,Revelation,5,12
6661,1 Timothy 6:18,15,1 Timothy,6,18
2482,Luke 16:6,3,Luke,16,6
2042,Luke 6:40,3,Luke,6,40
1113,Mark 1:42,2,Mark,1,42
5802,2 Corinthians 8:15,8,2 Corinthians,8,15
3838,Acts 2:34,5,Acts,2,34
2412,Luke 14:3,3,Luke,14,3
963,Matthew 26:53,1,Matthew,26,53
2886,Luke 24:39,3,Luke,24,39
6346,Colossians 1:26,12,Colossians,1,26
4800,Romans 1:15,6,Romans,1,15
7956,Revelation 22:20,27,Revelation,22,20
6080,Ephesians 1:19,10,Ephesians,1,19
4321,Acts 15:24,5,Acts,15,24
5912,2 Corinthians 13:14,8,2 Corinthians,13,14
2206,Luke 9:49,3,Luke,9,49
7,Matthew 1:7,1,Matthew,1,7
5864,2 Corinthians 11:20,8,2 Corinthians,11,20
7055,Hebrews 11:28,19,Hebrews,11,28
6463,1 Thessalonians 4:5,13,1 Thessalonians,4,5
2768,Luke 22:48,3,Luke,22,48
5610,1 Corinthians 15:37,7,1 Corinthians,15,37
312,Matthew 10:39,1,Matthew,10,39
460,Matthew 14:7,1,Matthew,14,7
6646,1 Timothy 6:3,15,1 Timothy,6,3
2301,Luke 11:40,3,Luke,11,40
715,Matthew 21:33,1,Matthew,21,33
1344,Mark 7:25,2,Mark,7,25
2138,Luke 8:37,3,Luke,8,37
2265,Luke 11:4,3,Luke,11,4
4727,Acts 27:17,5,Acts,27,17
289,Matthew 10:16,1,Matthew,10,16
2665,Luke 20:30,3,Luke,20,30
1970,Luke 5:7,3,Luke,5,7
1247,Mark 5:27,2,Mark,5,27
6804,Philemon 1:11,18,Philemon,1,11
2388,Luke 13:14,3,Luke,13,14
1686,Mark 15:4,2,Mark,15,4
3370,John 10:34,4,John,10,34
746,Matthew 22:18,1,Matthew,22,18
4324,Acts 15:27,5,Acts,15,27
4473,Acts 19:33,5,Acts,19,33
7435,1 John 3:1,23,1 John,3,1
6345,Colossians 1:25,12,Colossians,1,25
4477,Acts 19:37,5,Acts,19,37
690,Matthew 21:8,1,Matthew,21,8
425,Matthew 13:30,1,Matthew,13,30
1181,Mark 4:2,2,Mark,4,2
1276,Mark 6:13,2,Mark,6,13
3393,John 11:15,4,John,11,15
3574,John 15:20,4,John,15,20
5592,1 Corinthians 15:19,7,1 Corinthians,15,19
2524,Luke 17:17,3,Luke,17,17
6832,Hebrews 1:14,19,Hebrews,1,14
6702,2 Timothy 2:20,16,2 Timothy,2,20
6823,Hebrews 1:5,19,Hebrews,1,5
6108,Ephesians 3:2,10,Ephesians,3,2
4973,Romans 8:2,6,Romans,8,2
6879,Hebrews 4:10,19,Hebrews,4,10
6516,2 Thessalonians 1:12,14,2 Thessalonians,1,12
7328,1 Peter 5:8,21,1 Peter,5,8
6688,2 Timothy 2:6,16,2 Timothy,2,6
2149,Luke 8:48,3,Luke,8,48
4949,Romans 7:3,6,Romans,7,3
4639,Acts 24:15,5,Acts,24,15
5183,Romans 15:25,6,Romans,15,25
3643,John 18:3,4,John,18,3
2407,Luke 13:33,3,Luke,13,33
3738,John 20:16,4,John,20,16
4329,Acts 15:32,5,Acts,15,32
3639,John 17:25,4,John,17,25
1389,Mark 8:33,2,Mark,8,33
2659,Luke 20:24,3,Luke,20,24
7069,Hebrews 12:2,19,Hebrews,12,2
3949,Acts 5:35,5,Acts,5,35
595,Matthew 18:12,1,Matthew,18,12
3756,John 21:3,4,John,21,3
2693,Luke 21:11,3,Luke,21,11
6062,Ephesians 1:1,10,Ephesians,1,1
5276,1 Corinthians 3:11,7,1 Corinthians,3,11
4117,Acts 10:3,5,Acts,10,3
6673,2 Timothy 1:9,16,2 Timothy,1,9
3855,Acts 3:4,5,Acts,3,4
7766,Revelation 13:2,27,Revelation,13,2
4822,Romans 2:5,6,Romans,2,5
5197,Romans 16:6,6,Romans,16,6
2406,Luke 13:32,3,Luke,13,32
3032,John 4:21,4,John,4,21
249,Matthew 9:14,1,Matthew,9,14
4351,Acts 16:13,5,Acts,16,13
4140,Acts 10:26,5,Acts,10,26
6027,Galatians 5:10,9,Galatians,5,10
7625,Revelation 4:1,27,Revelation,4,1
2130,Luke 8:29,3,Luke,8,29
3577,John 15:23,4,John,15,23
1598,Mark 13:25,2,Mark,13,25
5629,1 Corinthians 15:56,7,1 Corinthians,15,56
3798,Acts 1:20,5,Acts,1,20
2485,Luke 16:9,3,Luke,16,9
1025,Matthew 27:40,1,Matthew,27,40
140,Matthew 6:2,1,Matthew,6,2
4218,Acts 13:1,5,Acts,13,1
2103,Luke 8:2,3,Luke,8,2
6526,2 Thessalonians 2:10,14,2 Thessalonians,2,10
821,Matthew 24:8,1,Matthew,24,8
1056,Matthew 28:5,1,Matthew,28,5
3906,Acts 4:29,5,Acts,4,29
11,Matthew 1:11,1,Matthew,1,11
5930,Galatians 1:18,9,Galatians,1,18
415,Matthew 13:20,1,Matthew,13,20
4701,Acts 26:23,5,Acts,26,23
4369,Acts 16:31,5,Acts,16,31
2091,Luke 7:40,3,Luke,7,40
4405,Acts 17:27,5,Acts,17,27
6933,Hebrews 7:14,19,Hebrews,7,14
2902,John 1:3,4,John,1,3
3386,John 11:8,4,John,11,8
7083,Hebrews 12:16,19,Hebrews,12,16
3112,John 5:47,4,John,5,47
2311,Luke 11:50,3,Luke,11,50
4073,Acts 9:2,5,Acts,9,2
6418,1 Thessalonians 1:3,13,1 Thessalonians,1,3
7181,James 3:7,20,James,3,7
6268,Philippians 2:22,11,Philippians,2,22
1340,Mark 7:21,2,Mark,7,21
101,Matthew 5:11,1,Matthew,5,11
32,Matthew 2:7,1,Matthew,2,7
2374,Luke 12:59,3,Luke,12,59
487,Matthew 14:34,1,Matthew,14,34
6910,Hebrews 6:11,19,Hebrews,6,11
4596,Acts 23:7,5,Acts,23,7
418,Matthew 13:23,1,Matthew,13,23
5591,1 Corinthians 15:18,7,1 Corinthians,15,18
562,Matthew 17:6,1,Matthew,17,6
6755,Titus 1:8,17,Titus,1,8
6502,1 Thessalonians 5:26,13,1 Thessalonians,5,26
1645,Mark 14:35,2,Mark,14,35
7781,Revelation 13:17,27,Revelation,13,17
2534,Luke 17:27,3,Luke,17,27
7793,Revelation 14:11,27,Revelation,14,11
5661,2 Corinthians 1:6,8,2 Corinthians,1,6
1569,Mark 12:40,2,Mark,12,40
5186,Romans 15:28,6,Romans,15,28
4240,Acts 13:23,5,Acts,13,23
6838,Hebrews 2:6,19,Hebrews,2,6
1861,Luke 2:32,3,Luke,2,32
1959,Luke 4:40,3,Luke,4,40
186,Matthew 7:14,1,Matthew,7,14
2328,Luke 12:13,3,Luke,12,13
4398,Acts 17:20,5,Acts,17,20
6129,Ephesians 4:2,10,Ephesians,4,2
7216,James 5:7,20,James,5,7
3336,John 9:41,4,John,9,41
5187,Romans 15:29,6,Romans,15,29
3202,John 7:19,4,John,7,19
3534,John 14:11,4,John,14,11
1725,Mark 15:43,2,Mark,15,43
1135,Mark 2:19,2,Mark,2,19
1713,Mark 15:31,2,Mark,15,31
7196,James 4:4,20,James,4,4
3916,Acts 5:2,5,Acts,5,2
7535,Jude 1:7,26,Jude,1,7
2475,Luke 15:31,3,Luke,15,31
5423,1 Corinthians 10:1,7,1 Corinthians,10,1
3648,John 18:8,4,John,18,8
5953,Galatians 2:17,9,Galatians,2,17
970,Matthew 26:60,1,Matthew,26,60
3655,John 18:15,4,John,18,15
1400,Mark 9:6,2,Mark,9,6
2055,Luke 7:4,3,Luke,7,4
5911,2 Corinthians 13:13,8,2 Corinthians,13,13
703,Matthew 21:21,1,Matthew,21,21
665,Matthew 20:17,1,Matthew,20,17
3865,Acts 3:14,5,Acts,3,14
622,Matthew 19:4,1,Matthew,19,4
4464,Acts 19:24,5,Acts,19,24
3244,John 8:8,4,John,8,8
459,Matthew 14:6,1,Matthew,14,6
833,Matthew 24:20,1,Matthew,24,20
5874,2 Corinthians 11:30,8,2 Corinthians,11,30
3000,John 3:25,4,John,3,25
1728,Mark 15:46,2,Mark,15,46
1496,Mark 10:52,2,Mark,10,52
6778,Titus 2:15,17,Titus,2,15
1139,Mark 2:23,2,Mark,2,23
6080,Ephesians 1:19,10,Ephesians,1,19
3742,John 20:20,4,John,20,20
675,Matthew 20:27,1,Matthew,20,27
7355,2 Peter 1:21,22,2 Peter,1,21
7140,James 1:19,20,James,1,19
4977,Romans 8:6,6,Romans,8,6
6485,1 Thessalonians 5:9,13,1 Thessalonians,5,9
5980,Galatians 3:23,9,Galatians,3,23
3122,John 6:10,4,John,6,10
1141,Mark 2:25,2,Mark,2,25
2108,Luke 8:7,3,Luke,8,7
2720,Luke 21:38,3,Luke,21,38
6597,1 Timothy 3:11,15,1 Timothy,3,11
6712,2 Timothy 3:4,16,2 Timothy,3,4
6755,Titus 1:8,17,Titus,1,8
494,Matthew 15:5,1,Matthew,15,5
4561,Acts 22:2,5,Acts,22,2
3597,John 16:16,4,John,16,16
1610,Mark 13:37,2,Mark,13,37
3398,John 11:20,4,John,11,20
7889,Revelation 19:16,27,Revelation,19,16
2754,Luke 22:34,3,Luke,22,34
1519,Mark 11:23,2,Mark,11,23
7042,Hebrews 11:15,19,Hebrews,11,15
2895,Luke 24:48,3,Luke,24,48
1463,Mark 10:19,2,Mark,10,19
6670,2 Timothy 1:6,16,2 Timothy,1,6
3115,John 6:3,4,John,6,3
7561,Revelation 1:8,27,Revelation,1,8
6977,Hebrews 9:17,19,Hebrews,9,17
5275,1 Corinthians 3:10,7,1 Corinthians,3,10
1681,Mark 14:71,2,Mark,14,71
292,Matthew 10:19,1,Matthew,10,19
6840,Hebrews 2:8,19,Hebrews,2,8
7139,James 1:18,20,James,1,18
702,Matthew 21:20,1,Matthew,21,20
1842,Luke 2:13,3,Luke,2,13
209,Matthew 8:8,1,Matthew,8,8
5495,1 Corinthians 12:6,7,1 Corinthians,12,6
3961,Acts 6:5,5,Acts,6,5
3349,John 10:13,4,John,10,13
995,Matthew 27:10,1,Matthew,27,10
1634,Mark 14:24,2,Mark,14,24
3364,John 10:28,4,John,10,28
5873,2 Corinthians 11:29,8,2 Corinthians,11,29
7423,1 John 2:18,23,1 John,2,18
2965,John 2:15,4,John,2,15
7726,Revelation 10:9,27,Revelation,10,9
1081,Mark 1:10,2,Mark,1,10
6520,2 Thessalonians 2:4,14,2 Thessalonians,2,4
4876,Romans 3:30,6,Romans,3,30
7223,James 5:14,20,James,5,14
2071,Luke 7:20,3,Luke,7,20
1805,Luke 1:56,3,Luke,1,56
7428,1 John 2:23,23,1 John,2,23
1018,Matthew 27:33,1,Matthew,27,33
1641,Mark 14:31,2,Mark,14,31
5504,1 Corinthians 12:15,7,1 Corinthians,12,15
6586,1 Timothy 2:15,15,1 Timothy,2,15
7505,2 John 1:5,24,2 John,1,5
170,Matthew 6:32,1,Matthew,6,32
6403,Colossians 4:6,12,Colossians,4,6
1403,Mark 9:9,2,Mark,9,9
3193,John 7:10,4,John,7,10
4271,Acts 14:2,5,Acts,14,2
2756,Luke 22:36,3,Luke,22,36
3898,Acts 4:21,5,Acts,4,21
3876,Acts 3:25,5,Acts,3,25
1381,Mark 8:25,2,Mark,8,25
1810,Luke 1:61,3,Luke,1,61
5598,1 Corinthians 15:25,7,1 Corinthians,15,25
7403,1 John 1:8,23,1 John,1,8
